@,dd/mm/yy,hh:min:sec,V1(V),V2(V),V3(V),V12(V),V23(V),V31(V),FRQ1(Hz),FRQ2(Hz),FRQ3(Hz),I1(A),I2(A),I3(A),Isum(A),In(A),ILeak(A),P1(Kw),P2(Kw),P3(Kw),PT(Kw),Q1(Kvar),Q2(Kvar),Q3(Kvar),QT(Kvar),S1(Kva),S2(Kva),S3(Kva),ST(Kva),PF1,PF2,PF3,PFT,Angle1(Degree),Angle2(Degree),Angle3(Degree),%ILoad,%PLoad,EA1 Import (Kwh),EA2 Import (Kwh),EA3 Import(Kwh),EAT Import(Kwh),EA1 Export(Kwh),EA2 Export(Kwh),EA3 Export(Kwh),EAT Export(Kwh),EA1 Net(Kwh),EA2 Net(Kwh),EA3 Net(Kwh),EAT Net(Kwh),ER1 Ind(Kvarh),ER2 Ind(Kvarh),ER3 Ind(Kvarh),ERT Ind(Kvarh),ER1 Cap(Kvarh),ER2 Cap(Kvarh),ER3 Cap(Kvarh),ERT Cap(Kvarh),ER1 Net(Kvarh),ER2 Net(Kvarh),ER3 Net(Kvarh),ERT Net(Kvarh),EVA1 (Kvah),EVA2 (Kvah),EVA3 (Kvah),EVAT (Kvah),EON month(Kwh),EOFF month(Kwh),EHOL month(Kwh),EMonth(Kwh)
@,26/05/18,00:10:00,227.5,227.6,227.9,394.0,394.2,394.6,50.02,50.02,50.02,1.478,1.380,1.468,0.000,0.000,0.000,0.194,0.120,0.136,0.449,0.000,0.000,0.000,0.000,0.342,0.318,0.334,0.994,-0.567,-0.376,-0.410,0.452,9.7,18.7,15.5,1.4,0.4,693.067,662.681,674.963,2030.711,-0.126,0.000,-0.011,-0.137,692.941,662.681,674.952,2030.574,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.231,882.295,882.717,2651.243,1045.157,479.055,506.499,2030.711
@,26/05/18,00:11:00,227.2,227.3,227.5,393.6,393.8,393.6,49.95,49.95,49.96,1.519,1.378,1.470,0.000,0.000,0.000,0.198,0.120,0.140,0.458,0.000,0.000,0.000,0.000,0.342,0.317,0.342,1.002,0.572,-0.381,-0.409,0.457,7.5,22.5,21.8,1.5,0.5,693.071,662.683,674.965,2030.719,-0.126,0.000,-0.011,-0.137,692.945,662.683,674.954,2030.582,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.237,882.300,882.722,2651.259,1045.157,479.055,506.507,2030.719
@,26/05/18,00:12:00,227.4,227.5,227.7,393.8,394.2,394.0,49.98,49.98,49.97,1.492,1.371,1.466,0.000,0.000,0.000,0.194,0.120,0.140,0.454,0.000,0.000,0.000,0.000,0.342,0.313,0.338,0.994,-0.578,-0.385,-0.416,0.456,4.8,21.2,352.3,1.4,0.5,693.074,662.685,674.968,2030.727,-0.126,0.000,-0.011,-0.137,692.948,662.685,674.957,2030.590,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.242,882.306,882.728,2651.276,1045.157,479.055,506.515,2030.727
@,26/05/18,00:13:00,228.5,228.7,229.0,395.8,396.1,396.4,50.02,50.03,50.02,1.479,1.347,1.412,0.000,0.000,0.000,0.202,0.120,0.136,0.458,0.000,0.000,0.000,0.000,0.342,0.301,0.326,0.969,-0.583,-0.386,-0.420,0.472,6.3,20.5,5.1,1.4,0.5,693.077,662.687,674.970,2030.734,-0.126,0.000,-0.011,-0.137,692.951,662.687,674.959,2030.597,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.248,882.311,882.733,2651.292,1045.157,479.055,506.522,2030.734
@,26/05/18,00:14:00,227.9,228.0,228.3,394.8,395.0,395.2,50.00,49.99,50.00,1.488,1.329,1.445,0.000,0.000,0.000,0.198,0.120,0.140,0.458,0.000,0.000,0.000,0.000,0.338,0.305,0.326,0.969,-0.587,-0.397,-0.422,0.472,3.4,23.7,2.4,1.4,0.5,693.081,662.689,674.972,2030.742,-0.126,0.000,-0.011,-0.137,692.955,662.689,674.961,2030.605,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.254,882.316,882.739,2651.309,1045.157,479.055,506.530,2030.742
@,26/05/18,00:15:00,228.0,228.2,228.5,395.0,395.2,395.6,50.03,50.02,50.03,1.488,1.344,1.453,0.000,0.000,0.000,0.198,0.120,0.144,0.462,0.000,0.000,0.000,0.000,0.342,0.309,0.334,0.985,-0.587,-0.386,-0.420,0.469,2.2,8.7,21.0,1.4,0.5,693.084,662.691,674.975,2030.750,-0.126,0.000,-0.011,-0.137,692.958,662.691,674.964,2030.613,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.259,882.321,882.745,2651.325,1045.157,479.055,506.538,2030.750
@,26/05/18,00:16:00,228.2,228.4,228.6,395.2,395.6,395.8,49.96,49.96,49.96,1.500,1.333,1.442,0.000,0.000,0.000,0.198,0.120,0.144,0.462,0.000,0.000,0.000,0.000,0.338,0.309,0.334,0.981,-0.583,-0.383,-0.418,0.471,2.5,2.9,6.1,1.4,0.5,693.087,662.693,674.977,2030.757,-0.126,0.000,-0.011,-0.137,692.961,662.693,674.966,2030.620,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.265,882.326,882.750,2651.341,1045.157,479.055,506.545,2030.757
@,26/05/18,00:17:00,227.1,227.3,227.5,393.3,393.7,393.9,49.96,49.97,49.97,1.507,1.337,1.459,0.000,0.000,0.000,0.198,0.120,0.140,0.458,0.000,0.000,0.000,0.000,0.342,0.305,0.330,0.977,-0.582,-0.388,-0.418,0.468,3.9,22.5,8.5,1.4,0.5,693.090,662.695,674.979,2030.764,-0.126,0.000,-0.011,-0.137,692.964,662.695,674.968,2030.627,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.271,882.331,882.756,2651.358,1045.157,479.055,506.552,2030.764
@,26/05/18,00:18:00,227.3,227.5,227.7,393.7,394.1,394.2,49.92,49.92,49.92,1.523,1.373,1.456,0.000,0.000,0.000,0.202,0.120,0.140,0.462,0.000,0.000,0.000,0.000,0.346,0.309,0.330,0.986,-0.579,-0.380,-0.429,0.469,1.5,21.8,8.6,1.5,0.5,693.094,662.697,674.982,2030.773,-0.126,0.000,-0.011,-0.137,692.968,662.697,674.971,2030.636,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.276,882.337,882.761,2651.374,1045.157,479.055,506.561,2030.773
@,26/05/18,00:19:00,227.2,227.5,227.7,393.6,394.0,394.1,49.93,49.93,49.93,1.515,1.390,1.471,0.000,0.000,0.000,0.198,0.120,0.140,0.458,0.000,0.000,0.000,0.000,0.342,0.313,0.338,0.994,-0.580,-0.395,-0.412,0.461,9.2,22.8,20.5,1.5,0.5,693.097,662.699,674.984,2030.780,-0.126,0.000,-0.011,-0.137,692.971,662.699,674.973,2030.643,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.282,882.342,882.767,2651.391,1045.157,479.055,506.568,2030.780
@,26/05/18,00:20:00,227.7,227.9,228.1,394.4,394.8,394.9,49.93,49.93,49.93,1.496,1.425,1.487,0.000,0.000,0.000,0.198,0.124,0.140,0.462,0.000,0.000,0.000,0.000,0.342,0.322,0.334,0.998,-0.574,-0.381,-0.425,0.463,6.2,21.6,17.7,1.5,0.5,693.100,662.701,674.986,2030.787,-0.126,0.000,-0.011,-0.137,692.974,662.701,674.975,2030.650,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.288,882.347,882.772,2651.407,1045.157,479.055,506.575,2030.787
@,26/05/18,00:21:00,227.8,228.0,228.3,394.8,394.8,395.1,49.97,49.97,49.98,1.507,1.332,1.445,0.000,0.000,0.000,0.202,0.120,0.140,0.462,0.000,0.000,0.000,0.000,0.342,0.305,0.326,0.973,-0.593,-0.400,-0.424,0.475,3.0,20.7,9.6,1.4,0.5,693.104,662.703,674.989,2030.796,-0.126,0.000,-0.011,-0.137,692.978,662.703,674.978,2030.659,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.294,882.352,882.778,2651.424,1045.157,479.055,506.584,2030.796
@,26/05/18,00:22:00,228.2,228.4,228.6,395.3,395.6,395.7,50.00,50.00,50.00,1.474,1.321,1.419,0.000,0.000,0.000,0.198,0.120,0.144,0.462,0.000,0.000,0.000,0.000,0.334,0.305,0.326,0.965,-0.603,-0.392,-0.432,0.479,4.0,13.2,21.0,1.4,0.5,693.107,662.705,674.991,2030.803,-0.126,0.000,-0.011,-0.137,692.981,662.705,674.980,2030.666,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.299,882.357,882.783,2651.439,1045.157,479.055,506.591,2030.803
@,26/05/18,00:23:00,228.1,228.4,228.6,395.3,395.7,395.6,49.95,49.94,49.94,1.495,1.327,1.414,0.000,0.000,0.000,0.202,0.124,0.140,0.466,0.000,0.000,0.000,0.000,0.342,0.305,0.326,0.973,-0.593,-0.387,-0.427,0.479,2.7,12.1,19.3,1.4,0.5,693.110,662.707,674.993,2030.810,-0.126,0.000,-0.011,-0.137,692.984,662.707,674.982,2030.673,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.305,882.362,882.789,2651.456,1045.157,479.055,506.598,2030.810
@,26/05/18,00:24:00,228.0,228.2,228.4,395.0,395.2,395.4,49.94,49.95,49.95,1.486,1.362,1.468,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.342,0.309,0.334,0.986,0.578,-0.390,-0.431,0.473,6.5,17.2,353.3,1.4,0.5,693.114,662.709,674.996,2030.819,-0.126,0.000,-0.011,-0.137,692.988,662.709,674.985,2030.682,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.310,882.368,882.794,2651.472,1045.157,479.055,506.607,2030.819
@,26/05/18,00:25:00,228.2,228.4,228.6,395.3,395.6,395.7,49.94,49.94,49.94,1.510,1.326,1.456,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.342,0.301,0.334,0.977,0.598,-0.390,-0.440,0.477,9.5,9.4,20.3,1.4,0.5,693.117,662.711,674.998,2030.826,-0.126,0.000,-0.011,-0.137,692.991,662.711,674.987,2030.689,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.316,882.373,882.800,2651.489,1045.157,479.055,506.614,2030.826
@,26/05/18,00:26:00,227.4,227.7,227.8,394.0,394.4,394.3,49.96,49.95,49.96,1.506,1.385,1.524,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.346,0.318,0.346,1.010,-0.572,-0.376,-0.417,0.461,2.2,340.0,21.1,1.5,0.5,693.120,662.713,675.001,2030.834,-0.126,0.000,-0.011,-0.137,692.994,662.713,674.990,2030.697,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.322,882.378,882.805,2651.505,1045.157,479.055,506.622,2030.834
@,26/05/18,00:27:00,228.2,228.4,228.6,395.3,395.7,395.6,50.03,50.03,50.04,1.519,1.380,1.558,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.346,0.313,0.350,1.010,0.573,-0.366,-0.416,0.461,0.9,14.8,183.2,1.5,0.5,693.124,662.715,675.003,2030.842,-0.126,0.000,-0.011,-0.137,692.998,662.715,674.992,2030.705,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.328,882.383,882.811,2651.522,1045.157,479.055,506.630,2030.842
@,26/05/18,00:28:00,227.8,228.0,228.2,394.6,394.9,395.0,50.00,50.01,50.01,1.519,1.381,1.525,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.350,0.313,0.346,1.010,-0.578,-0.385,-0.417,0.461,4.8,21.3,5.9,1.5,0.5,693.127,662.717,675.005,2030.849,-0.126,0.000,-0.011,-0.137,693.001,662.717,674.994,2030.712,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.333,882.388,882.817,2651.538,1045.157,479.055,506.637,2030.849
@,26/05/18,00:29:00,227.7,228.0,228.1,394.5,394.9,394.9,50.03,50.02,50.02,1.512,1.393,1.504,0.000,0.000,0.000,0.198,0.120,0.144,0.462,0.000,0.000,0.000,0.000,0.346,0.318,0.346,1.010,-0.583,-0.385,-0.416,0.457,6.4,9.1,339.9,1.5,0.5,693.130,662.719,675.008,2030.857,-0.126,0.000,-0.011,-0.137,693.004,662.719,674.997,2030.720,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.339,882.394,882.823,2651.556,1045.157,479.055,506.645,2030.857
@,26/05/18,00:30:00,228.1,228.3,228.4,395.1,395.4,395.5,50.01,50.00,50.01,1.531,1.391,1.478,0.000,0.000,0.000,0.202,0.124,0.140,0.466,0.000,0.000,0.000,0.000,0.346,0.318,0.338,1.002,-0.581,-0.383,-0.417,0.465,2.6,19.2,12.1,1.5,0.5,693.134,662.721,675.010,2030.865,-0.126,0.000,-0.011,-0.137,693.008,662.721,674.999,2030.728,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.345,882.399,882.828,2651.572,1045.157,479.055,506.653,2030.865
@,26/05/18,00:31:00,229.1,229.3,229.4,396.9,397.1,397.2,50.05,50.05,50.05,1.535,1.375,1.496,0.000,0.000,0.000,0.202,0.124,0.144,0.470,0.000,0.000,0.000,0.000,0.355,0.313,0.342,1.010,-0.584,-0.387,-0.426,0.465,6.8,10.3,4.9,1.5,0.5,693.137,662.723,675.013,2030.873,-0.126,0.000,-0.011,-0.137,693.011,662.723,675.002,2030.736,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.351,882.404,882.834,2651.589,1045.157,479.055,506.661,2030.873
@,26/05/18,00:32:00,226.1,226.4,226.5,391.8,392.1,392.1,49.97,49.96,49.97,1.524,1.400,1.488,0.000,0.000,0.000,0.202,0.124,0.140,0.466,0.000,0.000,0.000,0.000,0.346,0.317,0.338,1.002,-0.576,-0.387,-0.422,0.465,6.4,10.1,18.5,1.5,0.5,693.141,662.725,675.015,2030.881,-0.126,0.000,-0.011,-0.137,693.015,662.725,675.004,2030.744,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.357,882.409,882.840,2651.606,1045.157,479.055,506.669,2030.881
@,26/05/18,00:33:00,226.2,226.4,226.5,391.9,392.1,392.1,50.01,50.01,50.01,1.561,1.361,1.508,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.350,0.309,0.342,1.002,-0.585,-0.381,-0.422,0.465,2.0,21.0,358.5,1.5,0.5,693.144,662.727,675.017,2030.888,-0.126,0.000,-0.011,-0.137,693.018,662.727,675.006,2030.751,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.362,882.415,882.845,2651.622,1045.157,479.055,506.676,2030.888
@,26/05/18,00:34:00,226.0,226.2,226.4,391.6,391.8,392.0,50.01,50.02,50.01,1.538,1.392,1.548,0.000,0.000,0.000,0.202,0.124,0.144,0.470,0.000,0.000,0.000,0.000,0.350,0.313,0.351,1.014,-0.571,-0.384,-0.412,0.463,11.1,20.1,19.1,1.5,0.5,693.147,662.729,675.020,2030.896,-0.126,0.000,-0.011,-0.137,693.021,662.729,675.009,2030.759,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.368,882.420,882.851,2651.639,1045.157,479.055,506.684,2030.896
@,26/05/18,00:35:00,225.5,225.7,225.9,390.7,390.9,391.0,49.99,50.00,49.99,1.576,1.385,1.527,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.355,0.317,0.342,1.014,-0.568,-0.373,-0.413,0.459,8.6,11.7,356.3,1.5,0.5,693.151,662.731,675.022,2030.904,-0.126,0.000,-0.011,-0.137,693.025,662.731,675.011,2030.767,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.374,882.425,882.857,2651.656,1045.157,479.055,506.692,2030.904
@,26/05/18,00:36:00,225.4,225.5,225.7,390.4,390.5,390.8,50.02,50.03,50.03,1.578,1.422,1.537,0.000,0.000,0.000,0.202,0.115,0.144,0.462,0.000,0.000,0.000,0.000,0.355,0.313,0.350,1.018,-0.573,-0.382,-0.414,0.453,0.8,11.7,6.5,1.5,0.5,693.154,662.733,675.024,2030.911,-0.126,0.000,-0.011,-0.137,693.028,662.733,675.013,2030.774,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.380,882.430,882.863,2651.673,1045.157,479.055,506.699,2030.911
@,26/05/18,00:37:00,225.1,225.3,225.5,390.1,390.1,390.2,49.98,49.98,49.97,1.587,1.452,1.546,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.355,0.326,0.346,1.027,-0.565,-0.375,-0.412,0.454,15.7,3.9,351.2,1.5,0.5,693.157,662.735,675.027,2030.919,-0.126,0.000,-0.011,-0.137,693.031,662.735,675.016,2030.782,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.386,882.436,882.868,2651.690,1045.157,479.055,506.707,2030.919
@,26/05/18,00:38:00,225.1,225.4,225.6,390.2,390.2,390.5,50.03,50.02,50.03,1.612,1.423,1.544,0.000,0.000,0.000,0.202,0.120,0.144,0.466,0.000,0.000,0.000,0.000,0.359,0.322,0.346,1.027,-0.572,-0.378,-0.411,0.454,7.0,7.9,358.3,1.5,0.5,693.161,662.737,675.029,2030.927,-0.126,0.000,-0.011,-0.137,693.035,662.737,675.018,2030.790,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.392,882.441,882.874,2651.707,1045.157,479.055,506.715,2030.927
@,26/05/18,00:39:00,226.1,226.3,226.5,391.7,392.0,392.0,49.97,49.97,49.97,1.572,1.387,1.487,0.000,0.000,0.000,0.206,0.124,0.144,0.474,0.000,0.000,0.000,0.000,0.355,0.313,0.338,1.006,-0.578,-0.390,-0.421,0.471,2.2,6.3,354.9,1.5,0.5,693.164,662.739,675.032,2030.935,-0.126,0.000,-0.011,-0.137,693.038,662.739,675.021,2030.798,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.398,882.446,882.880,2651.724,1045.157,479.055,506.723,2030.935
@,26/05/18,00:40:00,226.3,226.5,226.7,391.9,392.4,392.5,50.04,50.04,50.03,1.553,1.372,1.491,0.000,0.000,0.000,0.206,0.120,0.144,0.470,0.000,0.000,0.000,0.000,0.350,0.313,0.338,1.002,-0.577,-0.391,-0.419,0.469,1.0,5.1,15.3,1.5,0.5,693.168,662.741,675.034,2030.943,-0.126,0.000,-0.011,-0.137,693.042,662.741,675.023,2030.806,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.404,882.451,882.886,2651.741,1045.157,479.055,506.731,2030.943
@,26/05/18,00:41:00,226.0,226.2,226.4,391.6,391.9,391.9,50.04,50.04,50.03,1.600,1.379,1.518,0.000,0.000,0.000,0.206,0.120,0.144,0.470,0.000,0.000,0.000,0.000,0.359,0.317,0.342,1.018,-0.570,-0.378,-0.411,0.462,6.9,20.3,0.5,1.5,0.5,693.171,662.743,675.036,2030.950,-0.126,0.000,-0.011,-0.137,693.045,662.743,675.025,2030.813,476.353,500.935,475.311,1452.599,-0.016,0.000,-0.445,-0.461,476.369,500.935,475.756,1453.060,886.410,882.457,882.891,2651.758,1045.157,479.055,506.738,2030.950
