@,dd/mm/yy,hh:min:sec,V1(V),V2(V),V3(V),V12(V),V23(V),V31(V),FRQ1(Hz),FRQ2(Hz),FRQ3(Hz),I1(A),I2(A),I3(A),Isum(A),In(A),ILeak(A),P1(Kw),P2(Kw),P3(Kw),PT(Kw),Q1(Kvar),Q2(Kvar),Q3(Kvar),QT(Kvar),S1(Kva),S2(Kva),S3(Kva),ST(Kva),PF1,PF2,PF3,PFT,Angle1(Degree),Angle2(Degree),Angle3(Degree),%ILoad,%PLoad,EA1 Import (Kwh),EA2 Import (Kwh),EA3 Import(Kwh),EAT Import(Kwh),EA1 Export(Kwh),EA2 Export(Kwh),EA3 Export(Kwh),EAT Export(Kwh),EA1 Net(Kwh),EA2 Net(Kwh),EA3 Net(Kwh),EAT Net(Kwh),ER1 Ind(Kvarh),ER2 Ind(Kvarh),ER3 Ind(Kvarh),ERT Ind(Kvarh),ER1 Cap(Kvarh),ER2 Cap(Kvarh),ER3 Cap(Kvarh),ERT Cap(Kvarh),ER1 Net(Kvarh),ER2 Net(Kvarh),ER3 Net(Kvarh),ERT Net(Kvarh),EVA1 (Kvah),EVA2 (Kvah),EVA3 (Kvah),EVAT (Kvah),EON month(Kwh),EOFF month(Kwh),EHOL month(Kwh),EMonth(Kwh)
@,14/06/18,00:10:00,225.7,225.9,226.0,391.3,391.0,391.2,50.02,50.01,50.01,1.469,0.942,1.607,0.000,0.000,0.000,0.177,0.000,0.153,0.330,0.000,0.000,0.000,0.000,0.330,0.214,0.363,0.907,0.538,1.000,-0.418,0.364,8.0,174.8,16.6,1.3,0.3,73.048,69.127,70.434,212.609,0.000,0.000,0.000,0.000,73.048,69.127,70.434,212.609,49.369,50.895,48.438,148.702,0.000,0.000,0.000,0.000,49.369,50.895,48.438,148.702,93.436,91.858,92.170,277.464,157.994,54.615,0.000,212.609
@,14/06/18,00:11:00,224.9,225.1,225.2,389.9,389.5,390.0,50.05,50.04,50.05,1.354,0.945,1.450,0.000,0.000,0.000,0.177,0.000,0.153,0.330,0.000,0.000,0.000,0.000,0.305,0.210,0.334,0.849,0.567,1.000,-0.454,0.388,6.6,355.2,15.2,1.2,0.3,73.051,69.129,70.437,212.617,0.000,0.000,0.000,0.000,73.051,69.129,70.437,212.617,49.369,50.895,48.438,148.702,0.000,0.000,0.000,0.000,49.369,50.895,48.438,148.702,93.441,91.862,92.175,277.478,157.994,54.623,0.000,212.617
@,14/06/18,00:12:00,224.7,224.9,225.0,389.5,389.2,389.4,49.97,49.97,49.98,12.729,12.616,12.364,0.000,0.000,0.000,2.260,2.194,2.206,6.660,1.729,1.778,1.659,5.167,2.862,2.833,2.779,8.474,0.790,0.775,0.793,0.786,38.0,36.8,34.8,12.6,6.7,73.072,69.148,70.456,212.676,0.000,0.000,0.000,0.000,73.072,69.148,70.456,212.676,49.384,50.911,48.454,148.749,0.000,0.000,0.000,0.000,49.384,50.911,48.454,148.749,93.469,91.888,92.202,277.559,157.994,54.682,0.000,212.676
@,14/06/18,00:13:00,225.1,225.3,225.4,390.3,389.8,390.2,50.05,50.05,50.04,12.778,12.617,12.390,0.000,0.000,0.000,2.272,2.202,2.218,6.691,1.729,1.778,1.654,5.162,2.874,2.845,2.791,8.510,0.792,0.775,0.795,0.786,38.4,37.3,34.1,12.6,6.7,73.109,69.184,70.493,212.786,0.000,0.000,0.000,0.000,73.109,69.184,70.493,212.786,49.414,50.941,48.482,148.837,0.000,0.000,0.000,0.000,49.414,50.941,48.482,148.837,93.516,91.935,92.248,277.699,157.994,54.792,0.000,212.786
@,14/06/18,00:14:00,225.1,225.4,225.5,390.3,390.0,390.3,50.04,50.04,50.03,12.871,12.782,12.513,0.000,0.000,0.000,2.300,2.246,2.255,6.801,1.727,1.784,1.664,5.175,2.891,2.875,2.821,8.588,0.795,0.780,0.799,0.792,37.3,36.7,33.1,12.7,6.8,73.147,69.221,70.530,212.898,0.000,0.000,0.000,0.000,73.147,69.221,70.530,212.898,49.443,50.971,48.510,148.924,0.000,0.000,0.000,0.000,49.443,50.971,48.510,148.924,93.564,91.983,92.295,277.842,157.994,54.904,0.000,212.898
@,14/06/18,00:15:00,226.3,226.5,226.5,392.1,392.0,392.4,50.05,50.03,50.04,12.802,12.742,12.443,0.000,0.000,0.000,2.289,2.222,2.231,6.742,1.754,1.811,1.688,5.253,2.899,2.882,2.817,8.598,0.790,0.773,0.794,0.784,37.6,38.2,34.5,12.7,6.7,73.185,69.258,70.568,213.011,0.000,0.000,0.000,0.000,73.185,69.258,70.568,213.011,49.472,51.002,48.538,149.012,0.000,0.000,0.000,0.000,49.472,51.002,48.538,149.012,93.613,92.030,92.342,277.985,157.994,55.017,0.000,213.011
@,14/06/18,00:16:00,226.3,226.5,226.6,392.1,392.1,392.3,50.00,50.00,50.00,12.747,12.656,12.382,0.000,0.000,0.000,2.268,2.202,2.215,6.686,1.756,1.822,1.694,5.272,2.885,2.868,2.803,8.555,0.786,0.769,0.791,0.781,38.7,37.9,35.4,12.6,6.7,73.224,69.295,70.605,213.124,0.000,0.000,0.000,0.000,73.224,69.295,70.605,213.124,49.502,51.032,48.567,149.101,0.000,0.000,0.000,0.000,49.502,51.032,48.567,149.101,93.661,92.078,92.389,278.128,157.994,55.130,0.000,213.124
@,14/06/18,00:17:00,224.7,224.8,224.9,389.5,389.1,389.4,50.01,50.01,50.01,1.404,0.990,1.509,0.000,0.000,0.000,0.181,0.000,0.144,0.326,0.000,0.000,0.000,0.000,0.317,0.223,0.338,0.878,0.568,1.000,-0.430,0.371,358.0,4.4,20.1,1.3,0.3,73.242,69.313,70.623,213.178,0.000,0.000,0.000,0.000,73.242,69.313,70.623,213.178,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.685,92.102,92.413,278.200,157.994,55.184,0.000,213.178
@,14/06/18,00:18:00,226.3,226.4,226.5,392.3,391.8,392.1,49.98,49.97,49.97,1.391,0.994,1.455,0.000,0.000,0.000,0.177,0.000,0.140,0.317,0.000,0.000,0.000,0.000,0.317,0.227,0.338,0.882,0.551,1.000,-0.415,0.360,6.2,344.0,6.3,1.3,0.3,73.245,69.314,70.625,213.184,0.000,0.000,0.000,0.000,73.245,69.314,70.625,213.184,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.691,92.106,92.419,278.216,157.994,55.190,0.000,213.184
@,14/06/18,00:19:00,226.3,226.5,226.6,392.4,391.9,392.2,50.00,50.00,50.00,1.464,0.983,1.609,0.000,0.000,0.000,0.177,0.000,0.153,0.330,0.000,0.000,0.000,0.000,0.330,0.223,0.363,0.915,0.543,1.000,-0.410,0.360,11.8,2.5,351.7,1.4,0.3,73.248,69.315,70.628,213.191,0.000,0.000,0.000,0.000,73.248,69.315,70.628,213.191,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.696,92.109,92.425,278.230,157.994,55.197,0.000,213.191
@,14/06/18,00:20:00,225.9,226.1,226.2,391.6,391.3,391.7,50.04,50.05,50.04,1.423,0.980,1.555,0.000,0.000,0.000,0.177,0.000,0.148,0.326,0.000,0.000,0.000,0.000,0.322,0.219,0.351,0.891,0.558,1.000,-0.424,0.366,7.7,343.7,359.0,1.3,0.3,73.251,69.317,70.630,213.198,0.000,0.000,0.000,0.000,73.251,69.317,70.630,213.198,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.701,92.113,92.430,278.244,157.994,55.204,0.000,213.198
@,14/06/18,00:21:00,224.9,225.1,225.1,389.8,389.5,390.0,50.00,50.00,50.00,1.386,0.995,1.478,0.000,0.000,0.000,0.177,0.000,0.144,0.322,0.000,0.000,0.000,0.000,0.309,0.223,0.334,0.866,0.565,1.000,-0.426,0.371,3.7,320.6,6.9,1.3,0.3,73.254,69.318,70.632,213.204,0.000,0.000,0.000,0.000,73.254,69.318,70.632,213.204,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.707,92.117,92.436,278.260,157.994,55.210,0.000,213.204
@,14/06/18,00:22:00,224.6,224.8,224.8,389.3,388.9,389.4,50.06,50.05,50.05,1.416,0.991,1.570,0.000,0.000,0.000,0.177,0.000,0.153,0.330,0.000,0.000,0.000,0.000,0.317,0.223,0.346,0.886,0.555,1.000,-0.432,0.372,1.6,20.7,332.7,1.3,0.3,73.257,69.319,70.635,213.211,0.000,0.000,0.000,0.000,73.257,69.319,70.635,213.211,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.712,92.121,92.442,278.275,157.994,55.217,0.000,213.211
@,14/06/18,00:23:00,224.5,224.8,224.8,389.4,388.9,389.1,50.00,50.00,50.00,1.363,0.983,1.535,0.000,0.000,0.000,0.173,0.000,0.153,0.326,0.000,0.000,0.000,0.000,0.305,0.223,0.342,0.870,0.559,1.000,-0.445,0.374,6.7,18.8,339.7,1.3,0.3,73.260,69.321,70.637,213.218,0.000,0.000,0.000,0.000,73.260,69.321,70.637,213.218,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.717,92.124,92.448,278.289,157.994,55.224,0.000,213.218
@,14/06/18,00:24:00,225.9,226.1,226.2,391.8,391.3,391.7,50.00,50.00,50.00,1.369,0.995,1.479,0.000,0.000,0.000,0.177,0.000,0.144,0.322,0.000,0.000,0.000,0.000,0.309,0.223,0.338,0.870,0.571,1.000,-0.433,0.370,7.0,331.0,18.5,1.3,0.3,73.263,69.322,70.640,213.225,0.000,0.000,0.000,0.000,73.263,69.322,70.640,213.225,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.722,92.128,92.453,278.303,157.994,55.231,0.000,213.225
@,14/06/18,00:25:00,226.2,226.4,226.4,392.1,391.7,392.0,50.04,50.03,50.04,1.274,1.022,1.425,0.000,0.000,0.000,0.173,0.000,0.144,0.317,0.000,0.000,0.000,0.000,0.284,0.235,0.317,0.837,0.608,1.000,-0.455,0.379,4.6,333.8,20.3,1.2,0.3,73.266,69.324,70.642,213.232,0.000,0.000,0.000,0.000,73.266,69.324,70.642,213.232,49.516,51.046,48.580,149.142,0.000,0.000,0.000,0.000,49.516,51.046,48.580,149.142,93.727,92.132,92.458,278.317,157.994,55.238,0.000,213.232
@,14/06/18,00:26:00,225.4,225.6,225.7,390.7,390.5,390.5,49.98,49.98,49.98,12.631,12.602,12.266,0.000,0.000,0.000,2.243,2.177,2.181,6.601,1.737,1.803,1.679,5.220,2.845,2.841,2.762,8.448,0.788,0.769,0.786,0.781,37.5,38.0,35.4,12.5,6.6,73.292,69.349,70.668,213.309,0.000,0.000,0.000,0.000,73.292,69.349,70.668,213.309,49.536,51.067,48.600,149.203,0.000,0.000,0.000,0.000,49.536,51.067,48.600,149.203,93.762,92.166,92.492,278.420,157.994,55.315,0.000,213.309
@,14/06/18,00:27:00,226.1,226.2,226.2,391.8,391.6,391.8,50.06,50.06,50.06,12.668,12.552,12.287,0.000,0.000,0.000,2.247,2.181,2.190,6.618,1.746,1.803,1.680,5.229,2.862,2.841,2.775,8.478,0.786,0.768,0.788,0.781,39.2,37.4,36.5,12.5,6.6,73.330,69.386,70.705,213.421,0.000,0.000,0.000,0.000,73.330,69.386,70.705,213.421,49.566,51.098,48.629,149.293,0.000,0.000,0.000,0.000,49.566,51.098,48.629,149.293,93.809,92.214,92.539,278.562,157.994,55.427,0.000,213.421
@,14/06/18,00:28:00,225.7,225.9,225.9,391.2,390.9,391.3,50.00,50.00,50.00,12.743,12.692,12.385,0.000,0.000,0.000,2.268,2.214,2.214,6.697,1.742,1.807,1.684,5.233,2.870,2.862,2.796,8.528,0.791,0.772,0.792,0.785,37.1,37.4,35.1,12.6,6.7,73.368,69.423,70.742,213.533,0.000,0.000,0.000,0.000,73.368,69.423,70.742,213.533,49.595,51.128,48.657,149.380,0.000,0.000,0.000,0.000,49.595,51.128,48.657,149.380,93.858,92.262,92.585,278.705,157.994,55.539,0.000,213.533
@,14/06/18,00:29:00,226.0,226.1,226.2,391.6,391.4,391.6,50.04,50.05,50.04,12.818,12.722,12.448,0.000,0.000,0.000,2.292,2.226,2.231,6.749,1.746,1.807,1.679,5.232,2.894,2.878,2.808,8.580,0.793,0.772,0.795,0.787,38.6,37.4,35.3,12.7,6.7,73.406,69.460,70.779,213.645,0.000,0.000,0.000,0.000,73.406,69.460,70.779,213.645,49.625,51.159,48.686,149.470,0.000,0.000,0.000,0.000,49.625,51.159,48.686,149.470,93.906,92.310,92.632,278.848,157.994,55.651,0.000,213.645
@,14/06/18,00:30:00,225.1,225.3,225.3,390.2,389.8,390.1,49.98,49.99,49.98,12.761,12.725,12.413,0.000,0.000,0.000,2.284,2.227,2.223,6.734,1.721,1.791,1.663,5.175,2.870,2.866,2.792,8.528,0.797,0.778,0.795,0.790,36.8,37.8,35.9,12.6,6.7,73.444,69.497,70.816,213.757,0.000,0.000,0.000,0.000,73.444,69.497,70.816,213.757,49.654,51.189,48.714,149.557,0.000,0.000,0.000,0.000,49.654,51.189,48.714,149.557,93.954,92.357,92.679,278.990,157.994,55.763,0.000,213.757
@,14/06/18,00:31:00,225.9,226.0,226.1,391.5,391.1,391.7,50.04,50.04,50.05,12.725,12.645,12.345,0.000,0.000,0.000,2.272,2.206,2.214,6.693,1.738,1.799,1.671,5.208,2.874,2.853,2.788,8.515,0.790,0.773,0.792,0.786,37.2,36.9,36.3,12.6,6.7,73.482,69.534,70.853,213.869,0.000,0.000,0.000,0.000,73.482,69.534,70.853,213.869,49.683,51.219,48.742,149.644,0.000,0.000,0.000,0.000,49.683,51.219,48.742,149.644,94.002,92.405,92.725,279.132,157.994,55.875,0.000,213.869
@,14/06/18,00:32:00,225.8,226.0,226.1,391.3,391.3,391.5,50.02,50.02,50.02,12.673,12.583,12.304,0.000,0.000,0.000,2.255,2.193,2.198,6.646,1.737,1.803,1.675,5.215,2.857,2.845,2.779,8.481,0.788,0.771,0.791,0.784,37.9,37.2,34.6,12.5,6.6,73.520,69.571,70.890,213.981,0.000,0.000,0.000,0.000,73.520,69.571,70.890,213.981,49.712,51.249,48.771,149.732,0.000,0.000,0.000,0.000,49.712,51.249,48.771,149.732,94.050,92.453,92.772,279.275,157.994,55.987,0.000,213.981
@,14/06/18,00:33:00,226.8,226.9,227.0,393.0,392.7,393.1,50.00,50.00,50.01,12.657,12.589,12.287,0.000,0.000,0.000,2.247,2.181,2.189,6.617,1.766,1.823,1.700,5.290,2.869,2.853,2.787,8.510,0.784,0.765,0.786,0.778,38.8,38.3,35.9,12.5,6.6,73.558,69.607,70.926,214.091,0.000,0.000,0.000,0.000,73.558,69.607,70.926,214.091,49.742,51.280,48.799,149.821,0.000,0.000,0.000,0.000,49.742,51.280,48.799,149.821,94.097,92.500,92.818,279.415,157.994,56.097,0.000,214.091
@,14/06/18,00:34:00,227.5,227.6,227.7,394.2,394.1,394.3,50.06,50.06,50.06,1.336,1.057,1.453,0.000,0.000,0.000,0.173,0.000,0.140,0.313,0.000,0.000,0.000,0.000,0.305,0.235,0.334,0.874,0.571,1.000,-0.424,0.358,7.8,16.6,18.6,1.3,0.3,73.586,69.635,70.954,214.175,0.000,0.000,0.000,0.000,73.586,69.635,70.954,214.175,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.134,92.537,92.854,279.525,157.994,56.181,0.000,214.175
@,14/06/18,00:35:00,227.4,227.6,227.6,394.2,393.6,394.3,50.03,50.03,50.03,1.310,1.086,1.438,0.000,0.000,0.000,0.177,0.000,0.136,0.313,0.000,0.000,0.000,0.000,0.305,0.247,0.334,0.886,0.569,1.000,-0.409,0.353,8.7,17.4,4.2,1.3,0.3,73.589,69.636,70.956,214.181,0.000,0.000,0.000,0.000,73.589,69.636,70.956,214.181,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.139,92.541,92.860,279.540,157.994,56.187,0.000,214.181
@,14/06/18,00:36:00,226.8,227.0,227.0,393.1,392.8,393.1,50.00,49.99,49.99,1.302,1.153,1.318,0.000,0.000,0.000,0.173,0.103,0.128,0.404,0.000,0.000,0.000,0.000,0.297,0.256,0.301,0.854,0.604,-0.399,-0.425,0.473,1.1,343.6,351.5,1.3,0.4,73.592,69.638,70.959,214.189,0.000,0.000,0.000,0.000,73.592,69.638,70.959,214.189,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.144,92.545,92.865,279.554,157.994,56.195,0.000,214.189
@,14/06/18,00:37:00,226.8,226.9,227.0,393.0,392.9,393.0,50.03,50.03,50.03,1.319,1.018,1.429,0.000,0.000,0.000,0.177,0.000,0.140,0.317,0.000,0.000,0.000,0.000,0.297,0.231,0.322,0.849,0.586,1.000,-0.439,0.374,3.2,19.2,5.4,1.3,0.3,73.595,69.640,70.961,214.196,0.000,0.000,0.000,0.000,73.595,69.640,70.961,214.196,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.149,92.549,92.871,279.569,157.994,56.202,0.000,214.196
@,14/06/18,00:38:00,225.4,225.5,225.6,390.6,390.3,390.7,50.00,50.00,50.01,1.412,1.173,1.436,0.000,0.000,0.000,0.173,0.099,0.132,0.404,0.000,0.000,0.000,0.000,0.318,0.260,0.330,0.907,0.546,-0.380,-0.394,0.445,358.8,328.6,20.0,1.3,0.4,73.598,69.641,70.963,214.202,0.000,0.000,0.000,0.000,73.598,69.641,70.963,214.202,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.155,92.553,92.876,279.584,157.994,56.208,0.000,214.202
@,14/06/18,00:39:00,225.2,225.4,225.5,390.5,390.1,390.5,49.95,49.94,49.94,1.323,1.119,1.451,0.000,0.000,0.000,0.169,0.000,0.136,0.305,0.000,0.000,0.000,0.000,0.305,0.252,0.330,0.887,0.546,1.000,-0.409,0.344,3.9,2.7,6.5,1.3,0.3,73.601,69.643,70.965,214.209,0.000,0.000,0.000,0.000,73.601,69.643,70.965,214.209,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.160,92.557,92.881,279.598,157.994,56.215,0.000,214.209
@,14/06/18,00:40:00,225.9,226.1,226.2,391.6,391.4,391.7,49.98,49.99,49.99,1.438,1.105,1.527,0.000,0.000,0.000,0.169,0.000,0.140,0.309,0.000,0.000,0.000,0.000,0.318,0.247,0.342,0.907,0.546,1.000,-0.401,0.341,1.1,343.7,8.3,1.4,0.3,73.604,69.644,70.968,214.216,0.000,0.000,0.000,0.000,73.604,69.644,70.968,214.216,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.165,92.562,92.887,279.614,157.994,56.222,0.000,214.216
@,14/06/18,00:41:00,225.5,225.7,225.8,390.8,390.7,390.8,49.96,49.98,49.98,1.414,1.100,1.553,0.000,0.000,0.000,0.169,0.000,0.140,0.309,0.000,0.000,0.000,0.000,0.313,0.243,0.351,0.907,0.540,1.000,-0.418,0.341,4.6,358.9,20.4,1.4,0.3,73.607,69.646,70.970,214.223,0.000,0.000,0.000,0.000,73.607,69.646,70.970,214.223,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.170,92.566,92.893,279.629,157.994,56.229,0.000,214.223
@,14/06/18,00:42:00,226.1,226.3,226.4,391.8,391.9,392.0,49.94,49.94,49.94,1.396,1.152,1.505,0.000,0.000,0.000,0.177,0.000,0.136,0.313,0.000,0.000,0.000,0.000,0.322,0.260,0.338,0.920,0.547,1.000,-0.393,0.341,359.9,15.9,0.9,1.4,0.3,73.610,69.647,70.972,214.229,0.000,0.000,0.000,0.000,73.610,69.647,70.972,214.229,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.175,92.570,92.898,279.643,157.994,56.235,0.000,214.229
@,14/06/18,00:43:00,226.5,226.7,226.8,392.7,392.4,392.6,50.01,50.00,50.01,1.389,1.049,1.474,0.000,0.000,0.000,0.177,0.000,0.140,0.318,0.000,0.000,0.000,0.000,0.309,0.239,0.338,0.887,0.570,1.000,-0.411,0.358,4.7,9.3,349.6,1.3,0.3,73.612,69.649,70.975,214.236,0.000,0.000,0.000,0.000,73.612,69.649,70.975,214.236,49.764,51.303,48.821,149.888,0.000,0.000,0.000,0.000,49.764,51.303,48.821,149.888,94.181,92.574,92.904,279.659,157.994,56.242,0.000,214.236
