@,dd/mm/yy,hh:min:sec,V1(V),V2(V),V3(V),V12(V),V23(V),V31(V),FRQ1(Hz),FRQ2(Hz),FRQ3(Hz),I1(A),I2(A),I3(A),Isum(A),In(A),ILeak(A),P1(Kw),P2(Kw),P3(Kw),PT(Kw),Q1(Kvar),Q2(Kvar),Q3(Kvar),QT(Kvar),S1(Kva),S2(Kva),S3(Kva),ST(Kva),PF1,PF2,PF3,PFT,Angle1(Degree),Angle2(Degree),Angle3(Degree),%ILoad,%PLoad,EA1 Import (Kwh),EA2 Import (Kwh),EA3 Import(Kwh),EAT Import(Kwh),EA1 Export(Kwh),EA2 Export(Kwh),EA3 Export(Kwh),EAT Export(Kwh),EA1 Net(Kwh),EA2 Net(Kwh),EA3 Net(Kwh),EAT Net(Kwh),ER1 Ind(Kvarh),ER2 Ind(Kvarh),ER3 Ind(Kvarh),ERT Ind(Kvarh),ER1 Cap(Kvarh),ER2 Cap(Kvarh),ER3 Cap(Kvarh),ERT Cap(Kvarh),ER1 Net(Kvarh),ER2 Net(Kvarh),ER3 Net(Kvarh),ERT Net(Kvarh),EVA1 (Kvah),EVA2 (Kvah),EVA3 (Kvah),EVAT (Kvah),EON month(Kwh),EOFF month(Kwh),EHOL month(Kwh),EMonth(Kwh)
@,29/05/18,00:10:00,228.2,228.4,228.5,395.4,395.5,395.5,49.94,49.95,49.94,1.488,1.381,1.397,0.000,0.000,0.000,0.206,0.136,0.148,0.491,0.000,0.000,0.000,0.000,0.338,0.313,0.317,0.969,-0.616,-0.437,-0.455,0.506,6.1,7.1,1.5,1.4,0.5,747.105,712.098,724.918,2184.121,-0.126,0.000,-0.011,-0.137,746.979,712.098,724.907,2183.984,508.101,534.582,506.991,1549.674,-0.016,0.000,-0.445,-0.461,508.117,534.582,507.436,1550.135,957.979,953.014,952.965,2863.958,1087.393,494.402,602.326,2184.121
@,29/05/18,00:11:00,227.7,227.9,228.0,394.6,394.5,394.6,49.94,49.95,49.94,12.743,12.898,12.401,0.000,0.000,0.000,2.280,2.231,2.198,6.709,1.767,1.886,1.754,5.406,2.899,2.936,2.829,8.664,0.788,0.760,0.776,0.774,35.4,38.8,36.4,12.7,6.7,747.118,712.111,724.931,2184.160,-0.126,0.000,-0.011,-0.137,746.992,712.111,724.920,2184.023,508.110,534.593,507.001,1549.704,-0.016,0.000,-0.445,-0.461,508.126,534.593,507.446,1550.165,957.998,953.033,952.983,2864.014,1087.393,494.441,602.326,2184.160
@,29/05/18,00:12:00,227.4,227.6,227.7,394.0,394.2,394.1,49.94,49.94,49.95,12.718,12.917,12.429,0.000,0.000,0.000,2.284,2.243,2.206,6.733,1.750,1.873,1.741,5.364,2.890,2.935,2.824,8.650,0.790,0.763,0.780,0.778,35.9,37.4,35.6,12.7,6.7,747.158,712.149,724.969,2184.276,-0.126,0.000,-0.011,-0.137,747.032,712.149,724.958,2184.139,508.140,534.625,507.030,1549.795,-0.016,0.000,-0.445,-0.461,508.156,534.625,507.475,1550.256,958.048,953.083,953.031,2864.162,1087.393,494.557,602.326,2184.276
@,29/05/18,00:13:00,227.7,227.9,228.0,394.6,394.6,394.7,49.92,49.92,49.92,12.789,12.933,12.460,0.000,0.000,0.000,2.296,2.247,2.214,6.757,1.766,1.877,1.749,5.393,2.911,2.944,2.841,8.695,0.788,0.764,0.780,0.777,36.1,37.8,36.5,12.7,6.8,747.196,712.187,725.005,2184.388,-0.126,0.000,-0.011,-0.137,747.070,712.187,724.994,2184.251,508.170,534.656,507.060,1549.886,-0.016,0.000,-0.445,-0.461,508.186,534.656,507.505,1550.347,958.096,953.132,953.078,2864.306,1087.393,494.669,602.326,2184.388
@,29/05/18,00:14:00,228.4,228.5,228.6,395.8,395.6,395.8,49.98,49.97,49.98,12.857,13.000,12.502,0.000,0.000,0.000,2.322,2.264,2.231,6.816,1.775,1.894,1.758,5.427,2.932,2.965,2.854,8.750,0.791,0.762,0.782,0.779,35.8,38.1,36.7,12.8,6.8,747.234,712.224,725.042,2184.500,-0.126,0.000,-0.011,-0.137,747.108,712.224,725.031,2184.363,508.200,534.688,507.090,1549.978,-0.016,0.000,-0.445,-0.461,508.216,534.688,507.535,1550.439,958.145,953.181,953.126,2864.452,1087.393,494.781,602.326,2184.500
@,29/05/18,00:15:00,228.3,228.4,228.5,395.7,395.4,395.6,50.00,50.00,50.00,13.157,13.331,12.805,0.000,0.000,0.000,2.408,2.350,2.313,7.071,1.779,1.906,1.762,5.446,3.001,3.043,2.923,8.967,0.801,0.773,0.791,0.788,34.0,38.3,35.9,13.1,7.1,747.274,712.263,725.080,2184.617,-0.126,0.000,-0.011,-0.137,747.148,712.263,725.069,2184.480,508.230,534.720,507.119,1550.069,-0.016,0.000,-0.445,-0.461,508.246,534.720,507.564,1550.530,958.194,953.231,953.174,2864.599,1087.393,494.898,602.326,2184.617
@,29/05/18,00:16:00,225.9,226.0,226.1,391.6,391.2,391.4,49.92,49.93,49.93,12.831,12.949,12.437,0.000,0.000,0.000,2.317,2.260,2.223,6.800,1.709,1.832,1.692,5.233,2.895,2.919,2.808,8.622,0.800,0.772,0.792,0.789,35.7,36.7,34.5,12.7,6.8,747.313,712.301,725.118,2184.732,-0.126,0.000,-0.011,-0.137,747.187,712.301,725.107,2184.595,508.259,534.752,507.148,1550.159,-0.016,0.000,-0.445,-0.461,508.275,534.752,507.593,1550.620,958.243,953.281,953.222,2864.746,1087.393,495.013,602.326,2184.732
@,29/05/18,00:17:00,225.4,225.6,225.6,390.7,390.5,390.7,49.95,49.95,49.94,1.522,1.389,1.412,0.000,0.000,0.000,0.198,0.136,0.140,0.474,0.000,0.000,0.000,0.000,0.342,0.322,0.322,0.985,-0.588,-0.424,-0.443,0.481,0.8,3.0,359.0,1.4,0.5,747.329,712.316,725.133,2184.778,-0.126,0.000,-0.011,-0.137,747.203,712.316,725.122,2184.641,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.264,953.302,953.242,2864.808,1087.393,495.059,602.326,2184.778
@,29/05/18,00:18:00,226.6,226.7,226.7,392.6,392.2,392.7,50.04,50.04,50.04,1.499,1.400,1.401,0.000,0.000,0.000,0.202,0.136,0.140,0.478,0.000,0.000,0.000,0.000,0.342,0.317,0.317,0.977,-0.588,-0.419,-0.436,0.489,5.8,5.9,1.5,1.4,0.5,747.333,712.319,725.135,2184.787,-0.126,0.000,-0.011,-0.137,747.207,712.319,725.124,2184.650,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.270,953.307,953.248,2864.825,1087.393,495.068,602.326,2184.787
@,29/05/18,00:19:00,226.9,227.0,227.0,393.1,392.9,393.1,50.00,50.01,50.00,1.527,1.412,1.408,0.000,0.000,0.000,0.202,0.136,0.140,0.478,0.000,0.000,0.000,0.000,0.342,0.322,0.322,0.986,-0.585,-0.431,-0.441,0.485,5.1,1.0,2.7,1.4,0.5,747.336,712.321,725.138,2184.795,-0.126,0.000,-0.011,-0.137,747.210,712.321,725.127,2184.658,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.276,953.313,953.253,2864.842,1087.393,495.076,602.326,2184.795
@,29/05/18,00:20:00,226.4,226.6,226.5,392.4,392.0,392.4,50.04,50.04,50.05,1.524,1.419,1.430,0.000,0.000,0.000,0.202,0.136,0.140,0.478,0.000,0.000,0.000,0.000,0.346,0.322,0.317,0.985,-0.591,-0.425,-0.433,0.485,6.4,17.1,1.3,1.5,0.5,747.339,712.323,725.140,2184.802,-0.126,0.000,-0.011,-0.137,747.213,712.323,725.129,2184.665,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.282,953.318,953.258,2864.858,1087.393,495.083,602.326,2184.802
@,29/05/18,00:21:00,226.4,226.6,226.5,392.3,392.2,392.1,50.00,49.99,50.00,1.503,1.427,1.436,0.000,0.000,0.000,0.202,0.140,0.136,0.478,0.000,0.000,0.000,0.000,0.338,0.322,0.326,0.985,-0.593,-0.431,-0.438,0.485,6.3,18.8,354.2,1.5,0.5,747.343,712.325,725.142,2184.810,-0.126,0.000,-0.011,-0.137,747.217,712.325,725.131,2184.673,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.287,953.324,953.264,2864.875,1087.393,495.091,602.326,2184.810
@,29/05/18,00:22:00,226.2,226.4,226.3,391.9,391.9,392.0,50.03,50.03,50.03,1.529,1.422,1.416,0.000,0.000,0.000,0.202,0.136,0.140,0.478,0.000,0.000,0.000,0.000,0.342,0.322,0.322,0.986,-0.595,-0.432,-0.435,0.485,0.2,17.1,3.4,1.5,0.5,747.346,712.328,725.145,2184.819,-0.126,0.000,-0.011,-0.137,747.220,712.328,725.134,2184.682,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.293,953.329,953.269,2864.891,1087.393,495.100,602.326,2184.819
@,29/05/18,00:23:00,226.6,226.8,226.7,392.7,392.5,392.7,50.00,50.00,50.01,1.523,1.403,1.426,0.000,0.000,0.000,0.202,0.136,0.140,0.478,0.000,0.000,0.000,0.000,0.346,0.322,0.326,0.994,-0.588,-0.431,-0.435,0.481,358.0,13.0,346.1,1.5,0.5,747.349,712.330,725.147,2184.826,-0.126,0.000,-0.011,-0.137,747.223,712.330,725.136,2184.689,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.299,953.334,953.274,2864.907,1087.393,495.107,602.326,2184.826
@,29/05/18,00:24:00,227.8,227.9,227.8,394.7,394.5,394.7,50.01,50.00,50.01,1.521,1.405,1.404,0.000,0.000,0.000,0.206,0.136,0.140,0.482,0.000,0.000,0.000,0.000,0.342,0.317,0.317,0.977,-0.592,-0.436,-0.449,0.494,0.7,17.6,18.1,1.4,0.5,747.353,712.332,725.149,2184.834,-0.126,0.000,-0.011,-0.137,747.227,712.332,725.138,2184.697,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.304,953.340,953.280,2864.924,1087.393,495.115,602.326,2184.834
@,29/05/18,00:25:00,227.8,227.8,227.7,394.8,394.2,394.6,49.99,49.99,49.99,1.509,1.411,1.403,0.000,0.000,0.000,0.202,0.140,0.140,0.482,0.000,0.000,0.000,0.000,0.346,0.322,0.322,0.990,-0.590,-0.435,-0.439,0.487,2.5,359.8,358.0,1.4,0.5,747.356,712.335,725.152,2184.843,-0.126,0.000,-0.011,-0.137,747.230,712.335,725.141,2184.706,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.310,953.345,953.285,2864.940,1087.393,495.124,602.326,2184.843
@,29/05/18,00:26:00,227.8,227.9,227.8,394.8,394.3,394.8,49.98,49.98,49.99,1.523,1.426,1.418,0.000,0.000,0.000,0.202,0.140,0.140,0.482,0.000,0.000,0.000,0.000,0.346,0.326,0.322,0.994,-0.588,-0.436,-0.440,0.485,1.7,18.8,8.4,1.5,0.5,747.360,712.337,725.154,2184.851,-0.126,0.000,-0.011,-0.137,747.234,712.337,725.143,2184.714,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.316,953.351,953.290,2864.957,1087.393,495.132,602.326,2184.851
@,29/05/18,00:27:00,228.0,228.1,227.9,394.9,394.7,394.8,50.04,50.03,50.03,1.511,1.431,1.399,0.000,0.000,0.000,0.206,0.136,0.140,0.482,0.000,0.000,0.000,0.000,0.342,0.322,0.322,0.985,-0.590,-0.431,-0.443,0.490,5.9,4.6,9.8,1.4,0.5,747.363,712.339,725.156,2184.858,-0.126,0.000,-0.011,-0.137,747.237,712.339,725.145,2184.721,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.322,953.356,953.296,2864.974,1087.393,495.139,602.326,2184.858
@,29/05/18,00:28:00,227.1,227.3,227.1,393.6,393.2,393.6,49.98,49.98,49.98,1.487,1.405,1.389,0.000,0.000,0.000,0.201,0.140,0.140,0.481,0.000,0.000,0.000,0.000,0.337,0.321,0.312,0.970,-0.603,-0.433,-0.448,0.496,358.2,0.1,350.7,1.4,0.5,747.366,712.342,725.159,2184.867,-0.126,0.000,-0.011,-0.137,747.240,712.342,725.148,2184.730,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.328,953.361,953.301,2864.990,1087.393,495.148,602.326,2184.867
@,29/05/18,00:29:00,228.0,228.1,227.9,395.0,394.6,394.9,50.02,50.02,50.02,1.544,1.460,1.438,0.000,0.000,0.000,0.206,0.140,0.140,0.487,0.000,0.000,0.000,0.000,0.350,0.330,0.326,1.006,-0.586,-0.422,-0.428,0.484,6.9,8.2,0.4,1.5,0.5,747.370,712.344,725.161,2184.875,-0.126,0.000,-0.011,-0.137,747.244,712.344,725.150,2184.738,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.333,953.367,953.306,2865.006,1087.393,495.156,602.326,2184.875
@,29/05/18,00:30:00,227.1,227.2,227.1,393.3,393.1,393.4,50.01,50.01,50.01,1.556,1.443,1.410,0.000,0.000,0.000,0.206,0.136,0.136,0.478,0.000,0.000,0.000,0.000,0.350,0.330,0.322,1.002,-0.593,-0.429,-0.434,0.477,6.8,20.0,352.6,1.5,0.5,747.373,712.346,725.164,2184.883,-0.126,0.000,-0.011,-0.137,747.247,712.346,725.153,2184.746,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.339,953.372,953.312,2865.023,1087.393,495.164,602.326,2184.883
@,29/05/18,00:31:00,226.2,226.4,226.3,392.2,391.8,391.9,49.97,49.97,49.96,1.521,1.415,1.414,0.000,0.000,0.000,0.206,0.140,0.140,0.487,0.000,0.000,0.000,0.000,0.346,0.318,0.318,0.981,-0.595,-0.436,-0.431,0.496,355.0,19.6,18.3,1.4,0.5,747.377,712.348,725.166,2184.891,-0.126,0.000,-0.011,-0.137,747.251,712.348,725.155,2184.754,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.345,953.378,953.317,2865.040,1087.393,495.172,602.326,2184.891
@,29/05/18,00:32:00,226.0,226.2,226.1,391.7,391.5,391.3,49.99,49.98,49.98,1.507,1.398,1.398,0.000,0.000,0.000,0.202,0.140,0.144,0.487,0.000,0.000,0.000,0.000,0.342,0.318,0.318,0.977,-0.596,-0.439,-0.445,0.498,3.3,5.0,1.1,1.4,0.5,747.380,712.351,725.168,2184.899,-0.126,0.000,-0.011,-0.137,747.254,712.351,725.157,2184.762,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.351,953.383,953.323,2865.057,1087.393,495.180,602.326,2184.899
@,29/05/18,00:33:00,226.3,226.5,226.4,392.3,392.0,392.0,49.98,49.97,49.97,1.500,1.414,1.407,0.000,0.000,0.000,0.202,0.140,0.144,0.486,0.000,0.000,0.000,0.000,0.342,0.326,0.326,0.994,-0.594,-0.424,-0.438,0.490,0.3,18.3,4.9,1.4,0.5,747.383,712.353,725.171,2184.907,-0.126,0.000,-0.011,-0.137,747.257,712.353,725.160,2184.770,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.356,953.388,953.328,2865.072,1087.393,495.188,602.326,2184.907
@,29/05/18,00:34:00,227.0,227.1,227.0,393.2,392.9,393.2,50.00,50.00,50.00,1.503,1.433,1.410,0.000,0.000,0.000,0.202,0.140,0.136,0.478,0.000,0.000,0.000,0.000,0.342,0.322,0.322,0.986,-0.598,-0.435,-0.440,0.485,3.9,2.7,20.6,1.4,0.5,747.387,712.355,725.173,2184.915,-0.126,0.000,-0.011,-0.137,747.261,712.355,725.162,2184.778,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.362,953.394,953.333,2865.089,1087.393,495.196,602.326,2184.915
@,29/05/18,00:35:00,227.4,227.5,227.4,393.9,393.8,393.9,50.06,50.05,50.05,1.547,1.473,1.431,0.000,0.000,0.000,0.206,0.136,0.140,0.482,0.000,0.000,0.000,0.000,0.350,0.334,0.326,1.010,-0.579,-0.419,-0.428,0.478,2.4,1.4,17.8,1.5,0.5,747.390,712.358,725.175,2184.923,-0.126,0.000,-0.011,-0.137,747.264,712.358,725.164,2184.786,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.368,953.399,953.338,2865.105,1087.393,495.204,602.326,2184.923
@,29/05/18,00:36:00,227.2,227.3,227.3,393.6,393.5,393.6,49.97,49.96,49.96,1.552,1.432,1.402,0.000,0.000,0.000,0.206,0.136,0.140,0.482,0.000,0.000,0.000,0.000,0.346,0.326,0.322,0.994,-0.590,-0.438,-0.435,0.485,2.7,12.4,6.2,1.5,0.5,747.394,712.360,725.178,2184.932,-0.126,0.000,-0.011,-0.137,747.268,712.360,725.167,2184.795,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.374,953.405,953.344,2865.123,1087.393,495.213,602.326,2184.932
@,29/05/18,00:37:00,226.9,227.0,226.9,393.2,392.8,393.1,50.03,50.02,50.03,1.543,1.449,1.414,0.000,0.000,0.000,0.206,0.140,0.140,0.487,0.000,0.000,0.000,0.000,0.346,0.330,0.322,0.998,-0.598,-0.440,-0.445,0.488,1.6,12.1,0.3,1.5,0.5,747.397,712.362,725.180,2184.939,-0.126,0.000,-0.011,-0.137,747.271,712.362,725.169,2184.802,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.379,953.410,953.349,2865.138,1087.393,495.220,602.326,2184.939
@,29/05/18,00:38:00,227.5,227.6,227.5,394.1,393.8,394.1,50.03,50.02,50.03,1.537,1.481,1.440,0.000,0.000,0.000,0.206,0.140,0.140,0.487,0.000,0.000,0.000,0.000,0.350,0.334,0.326,1.010,-0.579,-0.431,-0.430,0.482,5.9,8.4,5.1,1.5,0.5,747.400,712.365,725.182,2184.947,-0.126,0.000,-0.011,-0.137,747.274,712.365,725.171,2184.810,508.270,534.763,507.159,1550.192,-0.016,0.000,-0.445,-0.461,508.286,534.763,507.604,1550.653,958.385,953.415,953.355,2865.155,1087.393,495.228,602.326,2184.947
@,29/05/18,00:39:00,227.3,227.4,227.3,393.8,393.6,393.7,50.02,50.02,50.02,12.142,12.258,11.701,0.000,0.000,0.000,2.120,2.049,2.016,6.185,1.742,1.861,1.708,5.311,2.759,2.783,2.656,8.198,0.769,0.735,0.758,0.755,37.8,40.9,38.7,12.0,6.2,747.406,712.369,725.187,2184.962,-0.126,0.000,-0.011,-0.137,747.280,712.369,725.176,2184.825,508.272,534.766,507.161,1550.199,-0.016,0.000,-0.445,-0.461,508.288,534.766,507.606,1550.660,958.394,953.424,953.363,2865.181,1087.393,495.243,602.326,2184.962
@,29/05/18,00:40:00,226.7,226.9,226.8,393.0,392.6,392.7,50.00,50.00,50.00,12.690,12.887,12.303,0.000,0.000,0.000,2.280,2.230,2.177,6.687,1.733,1.869,1.721,5.323,2.878,2.923,2.791,8.592,0.793,0.761,0.781,0.778,35.8,37.4,37.1,12.6,6.7,747.443,712.405,725.222,2185.070,-0.126,0.000,-0.011,-0.137,747.317,712.405,725.211,2184.933,508.301,534.797,507.190,1550.288,-0.016,0.000,-0.445,-0.461,508.317,534.797,507.635,1550.749,958.441,953.472,953.408,2865.321,1087.393,495.351,602.326,2185.070
@,29/05/18,00:41:00,226.6,226.8,226.7,392.8,392.6,392.4,50.00,50.00,49.99,12.538,12.711,12.124,0.000,0.000,0.000,2.239,2.181,2.136,6.556,1.717,1.849,1.704,5.270,2.841,2.878,2.746,8.466,0.789,0.760,0.776,0.774,35.3,39.3,36.1,12.5,6.6,747.480,712.441,725.257,2185.178,-0.126,0.000,-0.011,-0.137,747.354,712.441,725.246,2185.041,508.330,534.828,507.219,1550.377,-0.016,0.000,-0.445,-0.461,508.346,534.828,507.664,1550.838,958.488,953.519,953.454,2865.461,1087.393,495.459,602.326,2185.178
