@,dd/mm/yy,hh:min:sec,V1(V),V2(V),V3(V),V12(V),V23(V),V31(V),FRQ1(Hz),FRQ2(Hz),FRQ3(Hz),I1(A),I2(A),I3(A),Isum(A),In(A),ILeak(A),P1(Kw),P2(Kw),P3(Kw),PT(Kw),Q1(Kvar),Q2(Kvar),Q3(Kvar),QT(Kvar),S1(Kva),S2(Kva),S3(Kva),ST(Kva),PF1,PF2,PF3,PFT,Angle1(Degree),Angle2(Degree),Angle3(Degree),%ILoad,%PLoad,EA1 Import (Kwh),EA2 Import (Kwh),EA3 Import(Kwh),EAT Import(Kwh),EA1 Export(Kwh),EA2 Export(Kwh),EA3 Export(Kwh),EAT Export(Kwh),EA1 Net(Kwh),EA2 Net(Kwh),EA3 Net(Kwh),EAT Net(Kwh),ER1 Ind(Kvarh),ER2 Ind(Kvarh),ER3 Ind(Kvarh),ERT Ind(Kvarh),ER1 Cap(Kvarh),ER2 Cap(Kvarh),ER3 Cap(Kvarh),ERT Cap(Kvarh),ER1 Net(Kvarh),ER2 Net(Kvarh),ER3 Net(Kvarh),ERT Net(Kvarh),EVA1 (Kvah),EVA2 (Kvah),EVA3 (Kvah),EVAT (Kvah),EON month(Kwh),EOFF month(Kwh),EHOL month(Kwh),EMonth(Kwh)
@,28/05/18,00:10:00,225.7,226.2,226.0,391.2,391.7,391.2,49.95,49.95,49.94,1.501,1.451,1.440,0.000,0.000,0.000,0.202,0.140,0.148,0.491,0.000,0.000,0.000,0.000,0.346,0.334,0.330,1.010,-0.581,-0.435,-0.453,0.486,5.8,16.6,11.8,1.5,0.5,727.003,693.543,706.246,2126.792,-0.126,0.000,-0.011,-0.137,726.877,693.543,706.235,2126.655,495.929,521.725,494.911,1512.565,-0.016,0.000,-0.445,-0.461,495.945,521.725,495.356,1513.026,931.697,927.055,927.375,2786.127,1045.157,479.309,602.326,2126.792
@,28/05/18,00:11:00,225.9,226.4,226.2,391.6,392.0,391.5,49.95,49.95,49.95,1.546,1.456,1.477,0.000,0.000,0.000,0.202,0.140,0.144,0.487,0.000,0.000,0.000,0.000,0.346,0.334,0.334,1.014,-0.589,-0.423,-0.440,0.480,5.3,13.8,20.3,1.5,0.5,727.007,693.545,706.248,2126.800,-0.126,0.000,-0.011,-0.137,726.881,693.545,706.237,2126.663,495.929,521.725,494.911,1512.565,-0.016,0.000,-0.445,-0.461,495.945,521.725,495.356,1513.026,931.703,927.061,927.381,2786.145,1045.157,479.317,602.326,2126.800
@,28/05/18,00:12:00,225.8,226.3,226.2,391.4,392.1,391.3,49.98,49.97,49.98,12.269,12.573,12.012,0.000,0.000,0.000,2.173,2.144,2.082,6.400,1.696,1.840,1.713,5.249,2.771,2.841,2.709,8.321,0.783,0.756,0.768,0.769,36.0,38.5,37.7,12.3,6.4,727.016,693.554,706.257,2126.827,-0.126,0.000,-0.011,-0.137,726.890,693.554,706.246,2126.690,495.935,521.731,494.917,1512.583,-0.016,0.000,-0.445,-0.461,495.951,521.731,495.362,1513.044,931.716,927.075,927.394,2786.185,1045.157,479.342,602.326,2126.825
@,28/05/18,00:13:00,226.1,226.6,226.5,392.0,392.5,391.8,49.96,49.96,49.96,12.564,12.881,12.304,0.000,0.000,0.000,2.250,2.230,2.164,6.643,1.702,1.846,1.726,5.274,2.838,2.912,2.784,8.534,0.793,0.767,0.778,0.778,35.5,38.4,35.9,12.6,6.6,727.053,693.590,706.292,2126.935,-0.126,0.000,-0.011,-0.137,726.927,693.590,706.281,2126.798,495.964,521.762,494.946,1512.672,-0.016,0.000,-0.445,-0.461,495.980,521.762,495.391,1513.133,931.763,927.122,927.440,2786.325,1045.157,479.452,602.326,2126.935
@,28/05/18,00:14:00,226.3,226.8,226.6,392.4,392.7,392.1,50.00,50.00,50.00,1.496,1.418,1.433,0.000,0.000,0.000,0.202,0.140,0.144,0.487,0.000,0.000,0.000,0.000,0.338,0.322,0.326,0.986,-0.593,-0.435,-0.446,0.494,2.8,356.9,15.0,1.4,0.5,727.058,693.594,706.296,2126.948,-0.126,0.000,-0.011,-0.137,726.932,693.594,706.285,2126.811,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.770,927.130,927.447,2786.347,1045.157,479.465,602.326,2126.948
@,28/05/18,00:15:00,226.6,227.1,226.9,392.6,393.3,392.7,50.03,50.04,50.03,1.508,1.446,1.448,0.000,0.000,0.000,0.202,0.140,0.148,0.491,0.000,0.000,0.000,0.000,0.342,0.330,0.330,1.002,-0.592,-0.422,-0.438,0.490,354.1,17.5,8.4,1.5,0.5,727.061,693.596,706.298,2126.955,-0.126,0.000,-0.011,-0.137,726.935,693.596,706.287,2126.818,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.776,927.135,927.452,2786.363,1045.157,479.472,602.326,2126.955
@,28/05/18,00:16:00,226.5,227.0,226.9,392.7,393.1,392.6,50.01,50.02,50.02,1.490,1.422,1.427,0.000,0.000,0.000,0.202,0.144,0.148,0.495,0.000,0.000,0.000,0.000,0.338,0.322,0.322,0.981,-0.596,-0.431,-0.455,0.504,350.4,5.6,13.4,1.4,0.5,727.065,693.599,706.301,2126.965,-0.126,0.000,-0.011,-0.137,726.939,693.599,706.290,2126.828,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.782,927.141,927.458,2786.381,1045.157,479.482,602.326,2126.965
@,28/05/18,00:17:00,226.4,226.9,226.8,392.4,393.0,392.5,49.96,49.96,49.96,1.494,1.440,1.437,0.000,0.000,0.000,0.202,0.140,0.144,0.486,0.000,0.000,0.000,0.000,0.338,0.326,0.322,0.985,-0.604,-0.427,-0.447,0.494,359.2,20.2,0.1,1.5,0.5,727.068,693.601,706.303,2126.972,-0.126,0.000,-0.011,-0.137,726.942,693.601,706.292,2126.835,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.787,927.146,927.463,2786.396,1045.157,479.489,602.326,2126.972
@,28/05/18,00:18:00,226.2,226.7,226.6,392.2,392.6,392.1,49.94,49.94,49.94,1.501,1.447,1.429,0.000,0.000,0.000,0.203,0.141,0.145,0.488,0.000,0.000,0.000,0.000,0.339,0.327,0.327,0.993,-0.602,-0.430,-0.449,0.492,354.4,17.3,8.6,1.5,0.5,727.071,693.603,706.305,2126.979,-0.126,0.000,-0.011,-0.137,726.945,693.603,706.294,2126.842,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.793,927.152,927.468,2786.413,1045.157,479.496,602.326,2126.979
@,28/05/18,00:19:00,226.3,226.8,226.6,392.1,392.8,392.1,49.99,50.00,50.00,1.521,1.483,1.444,0.000,0.000,0.000,0.202,0.140,0.148,0.491,0.000,0.000,0.000,0.000,0.338,0.334,0.326,0.998,-0.597,-0.430,-0.451,0.492,3.8,17.6,20.5,1.5,0.5,727.075,693.606,706.308,2126.989,-0.126,0.000,-0.011,-0.137,726.949,693.606,706.297,2126.852,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.799,927.157,927.474,2786.430,1045.157,479.506,602.326,2126.989
@,28/05/18,00:20:00,226.2,226.6,226.5,392.0,392.5,392.0,50.01,50.00,50.01,1.515,1.486,1.467,0.000,0.000,0.000,0.202,0.140,0.144,0.487,0.000,0.000,0.000,0.000,0.338,0.334,0.330,1.002,-0.590,-0.434,-0.435,0.486,8.6,16.7,8.9,1.5,0.5,727.078,693.608,706.310,2126.996,-0.126,0.000,-0.011,-0.137,726.952,693.608,706.299,2126.859,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.805,927.163,927.479,2786.447,1045.157,479.513,602.326,2126.996
@,28/05/18,00:21:00,226.6,227.1,226.9,392.8,393.1,392.7,50.02,50.01,50.01,1.511,1.474,1.443,0.000,0.000,0.000,0.202,0.140,0.144,0.487,0.000,0.000,0.000,0.000,0.342,0.334,0.326,1.002,-0.600,-0.439,-0.451,0.486,6.9,340.1,344.5,1.5,0.5,727.081,693.610,706.313,2127.004,-0.126,0.000,-0.011,-0.137,726.955,693.610,706.302,2126.867,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.810,927.168,927.485,2786.463,1045.157,479.521,602.326,2127.004
@,28/05/18,00:22:00,226.7,227.2,227.1,392.9,393.5,393.1,50.01,50.01,50.01,1.510,1.487,1.438,0.000,0.000,0.000,0.202,0.144,0.144,0.491,0.000,0.000,0.000,0.000,0.342,0.334,0.326,1.002,-0.598,-0.433,-0.446,0.490,1.3,16.7,2.0,1.5,0.5,727.085,693.613,706.315,2127.013,-0.126,0.000,-0.011,-0.137,726.959,693.613,706.304,2126.876,495.965,521.763,494.947,1512.675,-0.016,0.000,-0.445,-0.461,495.981,521.763,495.392,1513.136,931.816,927.174,927.490,2786.480,1045.157,479.530,602.326,2127.013
@,28/05/18,00:23:00,226.4,226.9,226.8,392.6,392.9,392.5,49.96,49.96,49.96,12.342,12.609,12.069,0.000,0.000,0.000,2.182,2.153,2.092,6.428,1.720,1.855,1.732,5.306,2.791,2.860,2.733,8.384,0.781,0.753,0.766,0.767,36.2,40.0,37.7,12.3,6.4,727.091,693.618,706.320,2127.029,-0.126,0.000,-0.011,-0.137,726.965,693.618,706.309,2126.892,495.968,521.767,494.950,1512.685,-0.016,0.000,-0.445,-0.461,495.984,521.767,495.395,1513.146,931.825,927.183,927.499,2786.507,1045.157,479.546,602.326,2127.029
@,28/05/18,00:24:00,226.6,227.1,227.0,393.0,393.4,392.6,49.95,49.95,49.95,1.513,1.469,1.440,0.000,0.000,0.000,0.206,0.140,0.144,0.491,0.000,0.000,0.000,0.000,0.342,0.334,0.330,1.006,-0.591,-0.432,-0.447,0.488,356.1,1.7,13.6,1.5,0.5,727.099,693.625,706.327,2127.051,-0.126,0.000,-0.011,-0.137,726.973,693.625,706.316,2126.914,495.972,521.771,494.954,1512.697,-0.016,0.000,-0.445,-0.461,495.988,521.771,495.399,1513.158,931.837,927.195,927.511,2786.543,1045.157,479.568,602.326,2127.051
@,28/05/18,00:25:00,227.0,227.5,227.3,393.4,393.8,393.4,50.03,50.03,50.03,1.513,1.447,1.442,0.000,0.000,0.000,0.202,0.140,0.148,0.491,0.000,0.000,0.000,0.000,0.342,0.330,0.330,1.002,-0.594,-0.422,-0.449,0.490,1.5,7.9,19.1,1.5,0.5,727.102,693.628,706.330,2127.060,-0.126,0.000,-0.011,-0.137,726.976,693.628,706.319,2126.923,495.972,521.771,494.954,1512.697,-0.016,0.000,-0.445,-0.461,495.988,521.771,495.399,1513.158,931.843,927.200,927.516,2786.559,1045.157,479.577,602.326,2127.060
@,28/05/18,00:26:00,226.9,227.4,227.2,393.3,393.7,393.1,49.97,49.99,49.98,1.546,1.474,1.491,0.000,0.000,0.000,0.202,0.144,0.148,0.495,0.000,0.000,0.000,0.000,0.346,0.334,0.334,1.014,-0.585,-0.435,-0.446,0.488,350.8,18.4,9.5,1.5,0.5,727.106,693.630,706.332,2127.068,-0.126,0.000,-0.011,-0.137,726.980,693.630,706.321,2126.931,495.972,521.771,494.954,1512.697,-0.016,0.000,-0.445,-0.461,495.988,521.771,495.399,1513.158,931.849,927.206,927.522,2786.577,1045.157,479.585,602.326,2127.068
@,28/05/18,00:27:00,226.4,226.9,226.7,392.4,393.0,392.3,50.00,49.99,50.00,12.462,12.794,12.223,0.000,0.000,0.000,2.227,2.210,2.136,6.573,1.705,1.853,1.729,5.286,2.820,2.903,2.767,8.490,0.789,0.762,0.774,0.774,35.4,39.0,37.6,12.5,6.6,727.138,693.662,706.363,2127.163,-0.126,0.000,-0.011,-0.137,727.012,693.662,706.352,2127.026,495.998,521.799,494.981,1512.778,-0.016,0.000,-0.445,-0.461,496.014,521.799,495.426,1513.239,931.890,927.249,927.563,2786.702,1045.157,479.680,602.326,2127.163
@,28/05/18,00:28:00,226.4,227.0,226.8,392.4,393.0,392.5,50.00,50.01,50.01,12.633,12.971,12.400,0.000,0.000,0.000,2.276,2.263,2.189,6.728,1.704,1.852,1.733,5.290,2.857,2.940,2.808,8.604,0.796,0.770,0.780,0.782,34.9,37.7,35.5,12.7,6.7,727.176,693.699,706.399,2127.274,-0.126,0.000,-0.011,-0.137,727.050,693.699,706.388,2127.137,496.027,521.831,495.010,1512.868,-0.016,0.000,-0.445,-0.461,496.043,521.831,495.455,1513.329,931.938,927.298,927.610,2786.846,1045.157,479.791,602.326,2127.274
@,28/05/18,00:29:00,226.6,227.1,227.0,392.8,393.2,392.9,49.99,49.98,49.99,12.598,12.928,12.372,0.000,0.000,0.000,2.263,2.255,2.181,6.700,1.713,1.856,1.737,5.306,2.853,2.935,2.808,8.596,0.793,0.767,0.779,0.779,35.4,38.4,36.8,12.6,6.7,727.214,693.737,706.436,2127.387,-0.126,0.000,-0.011,-0.137,727.088,693.737,706.425,2127.250,496.056,521.862,495.039,1512.957,-0.016,0.000,-0.445,-0.461,496.072,521.862,495.484,1513.418,931.986,927.347,927.656,2786.989,1045.157,479.904,602.326,2127.387
@,28/05/18,00:30:00,227.0,227.5,227.4,393.4,394.1,393.5,50.02,50.01,50.02,1.503,1.467,1.418,0.000,0.000,0.000,0.202,0.144,0.140,0.486,0.000,0.000,0.000,0.000,0.338,0.330,0.322,0.989,-0.592,-0.434,-0.445,0.492,0.3,6.5,1.5,1.5,0.5,727.239,693.761,706.460,2127.460,-0.126,0.000,-0.011,-0.137,727.113,693.761,706.449,2127.323,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.018,927.379,927.688,2787.085,1045.157,479.977,602.326,2127.460
@,28/05/18,00:31:00,227.1,227.6,227.4,393.6,394.1,393.7,50.04,50.04,50.03,1.506,1.457,1.423,0.000,0.000,0.000,0.202,0.144,0.144,0.491,0.000,0.000,0.000,0.000,0.342,0.334,0.322,0.998,-0.600,-0.433,-0.446,0.492,0.7,18.2,20.1,1.5,0.5,727.242,693.764,706.462,2127.468,-0.126,0.000,-0.011,-0.137,727.116,693.764,706.451,2127.331,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.023,927.385,927.693,2787.101,1045.157,479.985,602.326,2127.468
@,28/05/18,00:32:00,227.0,227.5,227.2,393.4,393.9,393.2,50.00,50.00,50.00,1.501,1.482,1.444,0.000,0.000,0.000,0.202,0.144,0.144,0.491,0.000,0.000,0.000,0.000,0.342,0.338,0.326,1.006,-0.593,-0.424,-0.441,0.488,2.0,17.9,19.6,1.5,0.5,727.245,693.766,706.464,2127.475,-0.126,0.000,-0.011,-0.137,727.119,693.766,706.453,2127.338,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.029,927.391,927.699,2787.119,1045.157,479.992,602.326,2127.475
@,28/05/18,00:33:00,227.2,227.7,227.5,394.0,394.2,393.7,50.02,50.01,50.01,1.509,1.481,1.434,0.000,0.000,0.000,0.202,0.140,0.144,0.486,0.000,0.000,0.000,0.000,0.350,0.338,0.330,1.018,-0.581,-0.411,-0.429,0.478,4.1,333.7,19.3,1.5,0.5,727.249,693.768,706.467,2127.484,-0.126,0.000,-0.011,-0.137,727.123,693.768,706.456,2127.347,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.035,927.396,927.704,2787.135,1045.157,480.001,602.326,2127.484
@,28/05/18,00:34:00,226.7,227.2,227.0,392.9,393.5,392.8,49.99,49.99,49.99,1.478,1.408,1.413,0.000,0.000,0.000,0.198,0.140,0.144,0.482,0.000,0.000,0.000,0.000,0.338,0.322,0.322,0.981,-0.600,-0.439,-0.444,0.492,356.4,4.0,12.2,1.4,0.5,727.252,693.771,706.469,2127.492,-0.126,0.000,-0.011,-0.137,727.126,693.771,706.458,2127.355,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.040,927.402,927.709,2787.151,1045.157,480.009,602.326,2127.492
@,28/05/18,00:35:00,227.3,227.8,227.6,393.9,394.4,393.9,50.03,50.03,50.03,1.477,1.435,1.422,0.000,0.000,0.000,0.198,0.140,0.144,0.482,0.000,0.000,0.000,0.000,0.338,0.334,0.326,0.998,-0.593,-0.433,-0.449,0.483,1.9,19.1,11.7,1.4,0.5,727.255,693.773,706.472,2127.500,-0.126,0.000,-0.011,-0.137,727.129,693.773,706.461,2127.363,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.046,927.407,927.715,2787.168,1045.157,480.017,602.326,2127.500
@,28/05/18,00:36:00,227.4,227.9,227.7,394.2,394.5,394.2,50.01,50.01,50.00,1.514,1.480,1.435,0.000,0.000,0.000,0.202,0.140,0.144,0.487,0.000,0.000,0.000,0.000,0.342,0.338,0.326,1.006,-0.592,-0.415,-0.442,0.484,4.6,8.7,8.8,1.5,0.5,727.259,693.776,706.474,2127.509,-0.126,0.000,-0.011,-0.137,727.133,693.776,706.463,2127.372,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.052,927.413,927.720,2787.185,1045.157,480.025,602.326,2127.508
@,28/05/18,00:37:00,227.4,227.9,227.7,394.2,394.6,394.1,50.00,50.00,50.00,1.519,1.446,1.470,0.000,0.000,0.000,0.198,0.140,0.148,0.486,0.000,0.000,0.000,0.000,0.346,0.334,0.338,1.018,-0.575,-0.418,-0.438,0.478,3.0,17.9,16.2,1.5,0.5,727.262,693.778,706.476,2127.516,-0.126,0.000,-0.011,-0.137,727.136,693.778,706.465,2127.379,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.057,927.418,927.726,2787.201,1045.157,480.033,602.326,2127.516
@,28/05/18,00:38:00,227.5,228.1,227.8,394.4,394.8,394.3,50.00,50.00,50.00,1.502,1.490,1.457,0.000,0.000,0.000,0.202,0.144,0.144,0.491,0.000,0.000,0.000,0.000,0.346,0.342,0.334,1.022,-0.583,-0.416,-0.439,0.480,3.5,340.7,5.7,1.5,0.5,727.266,693.780,706.479,2127.525,-0.126,0.000,-0.011,-0.137,727.140,693.780,706.468,2127.388,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.063,927.424,927.731,2787.218,1045.157,480.041,602.326,2127.524
@,28/05/18,00:39:00,226.9,227.4,227.2,393.4,393.8,393.1,49.97,49.97,49.97,1.517,1.476,1.465,0.000,0.000,0.000,0.202,0.140,0.148,0.491,0.000,0.000,0.000,0.000,0.342,0.330,0.334,1.006,-0.590,-0.428,-0.436,0.488,6.4,20.4,15.5,1.5,0.5,727.269,693.783,706.481,2127.533,-0.126,0.000,-0.011,-0.137,727.143,693.783,706.470,2127.396,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.069,927.429,927.737,2787.235,1045.157,480.050,602.326,2127.533
@,28/05/18,00:40:00,227.1,227.5,227.3,393.4,394.0,393.5,50.01,50.00,50.00,1.525,1.492,1.457,0.000,0.000,0.000,0.202,0.140,0.144,0.486,0.000,0.000,0.000,0.000,0.346,0.338,0.330,1.014,-0.585,-0.418,-0.429,0.480,9.5,14.9,14.3,1.5,0.5,727.272,693.785,706.484,2127.541,-0.126,0.000,-0.011,-0.137,727.146,693.785,706.473,2127.404,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.075,927.435,927.742,2787.252,1045.157,480.058,602.326,2127.541
@,28/05/18,00:41:00,227.3,227.7,227.5,393.8,394.3,393.9,50.04,50.04,50.04,1.491,1.447,1.450,0.000,0.000,0.000,0.198,0.140,0.144,0.482,0.000,0.000,0.000,0.000,0.338,0.330,0.326,0.994,-0.595,-0.433,-0.435,0.485,3.6,13.0,8.7,1.5,0.5,727.276,693.787,706.486,2127.549,-0.126,0.000,-0.011,-0.137,727.150,693.787,706.475,2127.412,496.074,521.882,495.058,1513.014,-0.016,0.000,-0.445,-0.461,496.090,521.882,495.503,1513.475,932.080,927.440,927.748,2787.268,1045.157,480.066,602.326,2127.549
