@,dd/mm/yy,hh:min:sec,V1(V),V2(V),V3(V),V12(V),V23(V),V31(V),FRQ1(Hz),FRQ2(Hz),FRQ3(Hz),I1(A),I2(A),I3(A),Isum(A),In(A),ILeak(A),P1(Kw),P2(Kw),P3(Kw),PT(Kw),Q1(Kvar),Q2(Kvar),Q3(Kvar),QT(Kvar),S1(Kva),S2(Kva),S3(Kva),ST(Kva),PF1,PF2,PF3,PFT,Angle1(Degree),Angle2(Degree),Angle3(Degree),%ILoad,%PLoad,EA1 Import (Kwh),EA2 Import (Kwh),EA3 Import(Kwh),EAT Import(Kwh),EA1 Export(Kwh),EA2 Export(Kwh),EA3 Export(Kwh),EAT Export(Kwh),EA1 Net(Kwh),EA2 Net(Kwh),EA3 Net(Kwh),EAT Net(Kwh),ER1 Ind(Kvarh),ER2 Ind(Kvarh),ER3 Ind(Kvarh),ERT Ind(Kvarh),ER1 Cap(Kvarh),ER2 Cap(Kvarh),ER3 Cap(Kvarh),ERT Cap(Kvarh),ER1 Net(Kvarh),ER2 Net(Kvarh),ER3 Net(Kvarh),ERT Net(Kvarh),EVA1 (Kvah),EVA2 (Kvah),EVA3 (Kvah),EVAT (Kvah),EON month(Kwh),EOFF month(Kwh),EHOL month(Kwh),EMonth(Kwh)
@,27/05/18,00:10:00,227.7,228.0,227.8,394.6,394.6,394.4,49.90,49.91,49.91,1.613,1.539,1.570,0.000,0.000,0.000,0.206,0.132,0.144,0.482,0.000,0.000,0.000,0.000,0.371,0.350,0.359,1.080,-0.556,-0.383,-0.405,0.447,354.0,13.5,15.9,1.6,0.5,708.620,676.482,689.184,2074.286,-0.126,0.000,-0.011,-0.137,708.494,676.482,689.173,2074.149,485.220,510.225,484.065,1479.510,-0.016,0.000,-0.445,-0.461,485.236,510.225,484.510,1479.971,907.404,902.720,903.394,2713.518,1045.157,479.055,550.074,2074.286
@,27/05/18,00:11:00,227.4,227.7,227.4,394.3,393.8,394.0,49.93,49.93,49.92,12.246,12.357,11.805,0.000,0.000,0.000,2.132,2.053,2.025,6.210,1.762,1.882,1.725,5.369,2.783,2.812,2.685,8.280,0.765,0.732,0.754,0.750,38.5,40.3,39.2,12.1,6.2,708.631,676.492,689.194,2074.317,-0.126,0.000,-0.011,-0.137,708.505,676.492,689.183,2074.180,485.227,510.233,484.073,1479.533,-0.016,0.000,-0.445,-0.461,485.243,510.233,484.518,1479.994,907.421,902.736,903.410,2713.567,1045.157,479.055,550.105,2074.317
@,27/05/18,00:12:00,228.0,228.5,228.2,395.5,395.3,394.9,49.92,49.91,49.91,12.655,12.874,12.258,0.000,0.000,0.000,2.239,2.190,2.132,6.561,1.775,1.919,1.762,5.456,2.882,2.936,2.792,8.610,0.778,0.744,0.763,0.762,35.7,40.2,39.2,12.6,6.6,708.668,676.528,689.229,2074.425,-0.126,0.000,-0.011,-0.137,708.542,676.528,689.218,2074.288,485.258,510.266,484.103,1479.627,-0.016,0.000,-0.445,-0.461,485.274,510.266,484.548,1480.088,907.469,902.785,903.456,2713.710,1045.157,479.055,550.213,2074.425
@,27/05/18,00:13:00,228.2,228.7,228.4,395.9,395.6,395.4,49.92,49.93,49.92,12.683,12.934,12.347,0.000,0.000,0.000,2.251,2.202,2.152,6.605,1.783,1.918,1.770,5.471,2.894,2.948,2.816,8.658,0.779,0.748,0.764,0.763,36.0,39.6,36.1,12.7,6.6,708.705,676.565,689.265,2074.535,-0.126,0.000,-0.011,-0.137,708.579,676.565,689.254,2074.398,485.288,510.299,484.134,1479.721,-0.016,0.000,-0.445,-0.461,485.304,510.299,484.579,1480.182,907.517,902.834,903.503,2713.854,1045.157,479.055,550.323,2074.535
@,27/05/18,00:14:00,228.7,229.1,228.8,396.7,396.2,396.3,49.95,49.95,49.94,1.800,1.812,1.839,0.000,0.000,0.000,0.206,0.132,0.148,0.487,0.000,0.000,0.000,0.000,0.408,0.416,0.425,1.249,-0.504,-0.318,-0.353,0.389,6.9,17.8,19.2,1.8,0.5,708.718,676.576,689.276,2074.570,-0.126,0.000,-0.011,-0.137,708.592,676.576,689.265,2074.433,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.535,902.852,903.521,2713.908,1045.157,479.055,550.358,2074.570
@,27/05/18,00:15:00,229.1,229.5,229.2,397.3,397.0,396.9,49.97,49.98,49.98,1.825,1.803,1.812,0.000,0.000,0.000,0.202,0.136,0.144,0.482,0.000,0.000,0.000,0.000,0.416,0.416,0.416,1.249,-0.499,-0.325,-0.347,0.386,0.4,21.2,348.7,1.8,0.5,708.721,676.579,689.279,2074.579,-0.126,0.000,-0.011,-0.137,708.595,676.579,689.268,2074.442,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.542,902.859,903.528,2713.929,1045.157,479.055,550.367,2074.579
@,27/05/18,00:16:00,228.0,228.4,228.1,395.6,395.0,394.9,50.01,50.01,50.01,1.672,1.655,1.733,0.000,0.000,0.000,0.202,0.128,0.148,0.478,0.000,0.000,0.000,0.000,0.383,0.383,0.396,1.163,0.511,-0.332,-0.361,0.411,2.2,16.7,18.6,1.7,0.5,708.725,676.581,689.281,2074.587,-0.126,0.000,-0.011,-0.137,708.599,676.581,689.270,2074.450,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.549,902.866,903.535,2713.950,1045.157,479.055,550.375,2074.587
@,27/05/18,00:17:00,227.2,227.8,227.5,394.2,393.9,393.7,49.94,49.94,49.94,1.893,1.865,1.999,0.000,0.000,0.000,0.206,0.132,0.148,0.487,0.000,0.000,0.000,0.000,0.429,0.425,0.454,1.307,0.478,-0.307,-0.333,0.372,10.8,13.8,187.6,1.9,0.5,708.728,676.583,689.284,2074.595,-0.126,0.000,-0.011,-0.137,708.602,676.583,689.273,2074.458,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.556,902.873,903.542,2713.971,1045.157,479.055,550.383,2074.595
@,27/05/18,00:18:00,227.2,227.7,227.4,394.0,393.9,393.7,49.93,49.93,49.92,1.870,1.874,1.996,0.000,0.000,0.000,0.198,0.132,0.153,0.482,0.000,0.000,0.000,0.000,0.425,0.425,0.458,1.307,0.472,-0.312,-0.336,0.369,10.8,23.0,15.5,1.9,0.5,708.732,676.585,689.286,2074.603,-0.126,0.000,-0.011,-0.137,708.606,676.585,689.275,2074.466,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.563,902.880,903.550,2713.993,1045.157,479.055,550.391,2074.603
@,27/05/18,00:19:00,228.1,228.6,228.3,395.6,395.4,395.2,49.95,49.95,49.95,1.859,1.880,1.984,0.000,0.000,0.000,0.202,0.132,0.153,0.487,0.000,0.000,0.000,0.000,0.425,0.425,0.454,1.303,0.480,-0.308,-0.337,0.373,3.2,15.9,20.0,1.9,0.5,708.735,676.587,689.289,2074.611,-0.126,0.000,-0.011,-0.137,708.609,676.587,689.278,2074.474,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.570,902.887,903.557,2714.014,1045.157,479.055,550.399,2074.611
@,27/05/18,00:20:00,228.3,228.7,228.4,396.0,395.7,395.4,49.96,49.96,49.96,1.879,1.854,1.998,0.000,0.000,0.000,0.202,0.132,0.157,0.491,0.000,0.000,0.000,0.000,0.425,0.425,0.458,1.307,0.481,-0.308,-0.331,0.375,358.4,353.6,18.3,1.9,0.5,708.738,676.590,689.291,2074.619,-0.126,0.000,-0.011,-0.137,708.612,676.590,689.280,2074.482,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.577,902.894,903.565,2714.036,1045.157,479.055,550.407,2074.619
@,27/05/18,00:21:00,229.4,229.8,229.5,398.1,397.4,397.4,49.95,49.95,49.95,1.760,1.841,1.963,0.000,0.000,0.000,0.202,0.128,0.153,0.482,0.000,0.000,0.000,0.000,0.408,0.416,0.445,1.270,0.490,-0.322,-0.351,0.380,12.4,10.9,14.7,1.9,0.5,708.742,676.592,689.294,2074.628,-0.126,0.000,-0.011,-0.137,708.616,676.592,689.283,2074.491,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.584,902.901,903.572,2714.057,1045.157,479.055,550.416,2074.628
@,27/05/18,00:22:00,228.5,228.9,228.6,396.4,395.8,395.8,49.95,49.95,49.95,1.787,1.792,1.952,0.000,0.000,0.000,0.198,0.132,0.153,0.482,0.000,0.000,0.000,0.000,0.404,0.412,0.445,1.262,0.497,-0.310,-0.345,0.382,6.2,14.8,18.8,1.8,0.5,708.745,676.594,689.296,2074.635,-0.126,0.000,-0.011,-0.137,708.619,676.594,689.285,2074.498,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.591,902.908,903.580,2714.079,1045.157,479.055,550.423,2074.635
@,27/05/18,00:23:00,228.7,229.2,228.9,396.8,396.3,396.3,50.00,50.00,50.00,1.881,1.824,1.898,0.000,0.000,0.000,0.206,0.128,0.148,0.482,0.000,0.000,0.000,0.000,0.421,0.416,0.437,1.274,0.483,-0.315,-0.344,0.379,4.5,10.1,2.0,1.9,0.5,708.749,676.596,689.299,2074.644,-0.126,0.000,-0.011,-0.137,708.623,676.596,689.288,2074.507,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.598,902.915,903.587,2714.100,1045.157,479.055,550.432,2074.644
@,27/05/18,00:24:00,229.6,230.0,229.7,398.3,397.7,397.8,50.01,50.00,50.01,1.818,1.870,1.903,0.000,0.000,0.000,0.202,0.132,0.148,0.482,0.000,0.000,0.000,0.000,0.425,0.429,0.441,1.295,-0.490,-0.311,-0.340,0.373,357.5,9.8,25.1,1.9,0.5,708.752,676.598,689.301,2074.651,-0.126,0.000,-0.011,-0.137,708.626,676.598,689.290,2074.514,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.605,902.922,903.594,2714.121,1045.157,479.055,550.439,2074.651
@,27/05/18,00:25:00,228.8,229.2,228.8,396.8,396.3,396.2,49.99,49.99,49.99,1.913,1.852,1.892,0.000,0.000,0.000,0.210,0.132,0.144,0.486,0.000,0.000,0.000,0.000,0.441,0.425,0.433,1.299,-0.475,-0.315,-0.338,0.375,5.1,333.8,18.2,1.9,0.5,708.755,676.601,689.304,2074.660,-0.126,0.000,-0.011,-0.137,708.629,676.601,689.293,2074.523,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.612,902.930,903.601,2714.143,1045.157,479.055,550.448,2074.660
@,27/05/18,00:26:00,228.9,229.3,229.0,397.0,396.5,396.5,50.01,50.01,50.00,1.891,1.839,1.930,0.000,0.000,0.000,0.206,0.132,0.148,0.487,0.000,0.000,0.000,0.000,0.433,0.421,0.441,1.295,-0.482,-0.313,-0.338,0.376,4.4,9.0,6.3,1.9,0.5,708.759,676.603,689.306,2074.668,-0.126,0.000,-0.011,-0.137,708.633,676.603,689.295,2074.531,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.619,902.937,903.609,2714.165,1045.157,479.055,550.456,2074.668
@,27/05/18,00:27:00,228.9,229.3,228.9,397.0,396.5,396.4,50.02,50.02,50.01,1.851,1.862,1.917,0.000,0.000,0.000,0.206,0.136,0.153,0.495,0.000,0.000,0.000,0.000,0.425,0.425,0.437,1.286,-0.479,-0.314,-0.337,0.385,5.2,15.8,4.4,1.9,0.5,708.762,676.605,689.309,2074.676,-0.126,0.000,-0.011,-0.137,708.636,676.605,689.298,2074.539,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.626,902.944,903.616,2714.186,1045.157,479.055,550.464,2074.676
@,27/05/18,00:28:00,228.4,228.8,228.4,396.1,395.6,395.7,50.01,50.01,50.01,1.917,1.816,1.879,0.000,0.000,0.000,0.210,0.132,0.148,0.491,0.000,0.000,0.000,0.000,0.437,0.416,0.429,1.282,-0.484,-0.314,-0.339,0.383,5.1,14.1,0.3,1.9,0.5,708.766,676.607,689.311,2074.684,-0.126,0.000,-0.011,-0.137,708.640,676.607,689.300,2074.547,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.633,902.951,903.623,2714.207,1045.157,479.055,550.472,2074.684
@,27/05/18,00:29:00,228.1,228.5,228.2,395.6,395.3,395.2,50.03,50.03,50.03,1.853,1.825,2.007,0.000,0.000,0.000,0.201,0.127,0.160,0.489,0.000,0.000,0.000,0.000,0.423,0.419,0.460,1.303,0.479,-0.305,-0.342,0.375,8.0,353.8,14.8,1.9,0.5,708.769,676.609,689.314,2074.692,-0.126,0.000,-0.011,-0.137,708.643,676.609,689.303,2074.555,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.640,902.958,903.631,2714.229,1045.157,479.055,550.480,2074.692
@,27/05/18,00:30:00,228.5,228.9,228.6,396.3,395.8,395.9,50.01,50.01,50.00,1.788,1.787,1.866,0.000,0.000,0.000,0.206,0.132,0.153,0.491,0.000,0.000,0.000,0.000,0.408,0.408,0.429,1.245,-0.500,-0.324,-0.354,0.394,6.8,339.3,337.4,1.8,0.5,708.773,676.612,689.316,2074.701,-0.126,0.000,-0.011,-0.137,708.647,676.612,689.305,2074.564,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.647,902.965,903.638,2714.250,1045.157,479.055,550.489,2074.701
@,27/05/18,00:31:00,229.6,230.0,229.6,398.2,397.7,397.7,50.04,50.04,50.04,1.614,1.561,1.633,0.000,0.000,0.000,0.202,0.132,0.153,0.487,0.000,0.000,0.000,0.000,0.371,0.355,0.375,1.101,0.540,-0.369,-0.406,0.442,7.5,2.3,10.6,1.6,0.5,708.776,676.614,689.319,2074.709,-0.126,0.000,-0.011,-0.137,708.650,676.614,689.308,2074.572,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.654,902.971,903.645,2714.270,1045.157,479.055,550.497,2074.709
@,27/05/18,00:32:00,229.6,230.0,229.6,398.3,398.0,397.2,50.00,50.00,50.00,1.772,1.765,1.869,0.000,0.000,0.000,0.202,0.136,0.153,0.491,0.000,0.000,0.000,0.000,0.400,0.412,0.433,1.245,0.504,-0.320,-0.351,0.394,4.8,2.9,27.2,1.8,0.5,708.779,676.616,689.321,2074.716,-0.126,0.000,-0.011,-0.137,708.653,676.616,689.310,2074.579,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.661,902.978,903.652,2714.291,1045.157,479.055,550.504,2074.716
@,27/05/18,00:33:00,228.7,229.1,228.8,396.7,396.2,396.2,49.96,49.97,49.96,1.843,1.794,1.910,0.000,0.000,0.000,0.206,0.128,0.148,0.482,0.000,0.000,0.000,0.000,0.421,0.408,0.433,1.262,-0.492,-0.324,-0.345,0.382,1.8,13.3,25.8,1.8,0.5,708.783,676.618,689.324,2074.725,-0.126,0.000,-0.011,-0.137,708.657,676.618,689.313,2074.588,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.668,902.984,903.659,2714.311,1045.157,479.055,550.513,2074.725
@,27/05/18,00:34:00,227.5,227.9,227.6,394.7,394.1,394.2,49.99,49.99,50.00,1.719,1.905,1.918,0.000,0.000,0.000,0.198,0.136,0.153,0.487,0.000,0.000,0.000,0.000,0.396,0.437,0.433,1.266,-0.496,-0.316,-0.350,0.384,6.5,22.4,25.2,1.8,0.5,708.786,676.620,689.326,2074.732,-0.126,0.000,-0.011,-0.137,708.660,676.620,689.315,2074.595,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.674,902.991,903.666,2714.331,1045.157,479.055,550.520,2074.732
@,27/05/18,00:35:00,227.8,228.2,227.8,395.2,394.6,394.6,50.03,50.03,50.03,1.794,1.825,1.859,0.000,0.000,0.000,0.202,0.136,0.148,0.486,0.000,0.000,0.000,0.000,0.404,0.416,0.425,1.245,-0.498,-0.326,-0.353,0.391,3.9,16.3,15.4,1.8,0.5,708.790,676.623,689.329,2074.742,-0.126,0.000,-0.011,-0.137,708.664,676.623,689.318,2074.605,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.681,902.998,903.674,2714.353,1045.157,479.055,550.530,2074.742
@,27/05/18,00:36:00,227.6,228.1,227.6,394.8,394.3,394.2,50.01,50.01,50.01,1.784,1.829,1.877,0.000,0.000,0.000,0.202,0.132,0.153,0.487,0.000,0.000,0.000,0.000,0.400,0.416,0.425,1.241,-0.498,-0.323,-0.356,0.392,2.8,353.6,11.3,1.8,0.5,708.793,676.625,689.332,2074.750,-0.126,0.000,-0.011,-0.137,708.667,676.625,689.321,2074.613,485.296,510.308,484.142,1479.746,-0.016,0.000,-0.445,-0.461,485.312,510.308,484.587,1480.207,907.688,903.005,903.681,2714.374,1045.157,479.055,550.538,2074.750
@,27/05/18,00:37:00,227.3,227.7,227.4,394.5,393.7,393.6,50.00,50.00,50.00,12.173,12.362,11.800,0.000,0.000,0.000,2.110,2.052,2.011,6.174,1.756,1.884,1.731,5.371,2.764,2.814,2.682,8.260,0.763,0.730,0.750,0.747,38.1,40.6,37.6,12.1,6.2,708.802,676.633,689.340,2074.775,-0.126,0.000,-0.011,-0.137,708.676,676.633,689.329,2074.638,485.303,510.315,484.148,1479.766,-0.016,0.000,-0.445,-0.461,485.319,510.315,484.593,1480.227,907.703,903.021,903.696,2714.420,1045.157,479.055,550.563,2074.775
@,27/05/18,00:38:00,227.9,228.2,227.9,395.2,394.6,394.7,50.01,50.00,50.00,1.777,1.840,1.842,0.000,0.000,0.000,0.202,0.136,0.148,0.486,0.000,0.000,0.000,0.000,0.404,0.421,0.421,1.245,-0.498,-0.327,-0.352,0.391,1.1,352.7,358.5,1.8,0.5,708.812,676.642,689.349,2074.803,-0.126,0.000,-0.011,-0.137,708.686,676.642,689.338,2074.666,485.309,510.321,484.154,1479.784,-0.016,0.000,-0.445,-0.461,485.325,510.321,484.599,1480.245,907.718,903.036,903.710,2714.464,1045.157,479.055,550.591,2074.803
@,27/05/18,00:39:00,229.0,229.3,228.9,397.2,396.4,396.5,50.06,50.06,50.06,1.640,1.730,1.761,0.000,0.000,0.000,0.198,0.140,0.153,0.491,0.000,0.000,0.000,0.000,0.375,0.396,0.400,1.171,0.529,-0.346,-0.377,0.419,4.5,17.8,346.4,1.7,0.5,708.816,676.645,689.352,2074.813,-0.126,0.000,-0.011,-0.137,708.690,676.645,689.341,2074.676,485.309,510.321,484.154,1479.784,-0.016,0.000,-0.445,-0.461,485.325,510.321,484.599,1480.245,907.724,903.042,903.717,2714.483,1045.157,479.055,550.601,2074.813
@,27/05/18,00:40:00,229.4,229.7,229.3,397.8,397.0,397.3,50.00,50.00,50.00,1.619,1.705,1.709,0.000,0.000,0.000,0.202,0.136,0.153,0.491,0.000,0.000,0.000,0.000,0.371,0.392,0.392,1.154,-0.536,-0.361,-0.386,0.425,5.3,16.5,18.0,1.7,0.5,708.819,676.647,689.354,2074.820,-0.126,0.000,-0.011,-0.137,708.693,676.647,689.343,2074.683,485.309,510.321,484.154,1479.784,-0.016,0.000,-0.445,-0.461,485.325,510.321,484.599,1480.245,907.730,903.049,903.724,2714.503,1045.157,479.055,550.608,2074.820
@,27/05/18,00:41:00,228.5,228.8,228.4,396.3,395.6,395.7,49.98,49.98,49.97,1.593,1.680,1.618,0.000,0.000,0.000,0.198,0.140,0.148,0.486,0.000,0.000,0.000,0.000,0.359,0.379,0.371,1.109,-0.548,-0.362,-0.402,0.439,7.3,16.3,22.8,1.6,0.5,708.829,676.656,689.363,2074.848,-0.126,0.000,-0.011,-0.137,708.703,676.656,689.352,2074.711,485.316,510.329,484.161,1479.806,-0.016,0.000,-0.445,-0.461,485.332,510.329,484.606,1480.267,907.745,903.064,903.738,2714.547,1045.157,479.055,550.636,2074.848
